ufn,sample_id,tissue_type,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,quality_level,sample_comments,quality_log
U4207,DS00542,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4208,DS00559,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4209,DS00461,finclip,L_SHUSWAP,4,0.85,L_ADAMS,4,0.13,MIDDLESHUSWAP,4,0.02,LITTLE,4,0.01,SEYMOUR,2,0,PBS,Technicianmr,,
U4210,DS00468,finclip,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4211,DS00480,finclip,SEYMOUR,2,0.96,L_ADAMS,4,0.02,L_SHUSWAP,4,0.01,LITTLE,4,0.01,SCOTCH,2,0.01,PBS,Technicianmr,,
U4212,DS00457,finclip,L_SHUSWAP,4,0.94,MIDDLESHUSWAP,4,0.05,L_ADAMS,4,0.01,LITTLE,4,0,NA,NA,NA,PBS,Technicianmr,,
U4213,JS00437,finclip,L_SHUSWAP,4,0.99,MIDDLESHUSWAP,4,0.01,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4214,JS00440,finclip,SCOTCH,2,0.92,SEYMOUR,2,0.07,EAGLE,2,0.01,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4215,JS00145,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4216,JS00138,finclip,STELLAKO,3,0.62,NADINA,2,0.36,CHILKO,3,0.01,PORTER_CR,1,0,PAULA,1,0,PBS,Technicianmr,,
U4217,DS00364,finclip,L_ADAMS,4,0.71,LITTLE,4,0.08,CHILKO,3,0.07,U_HORSEFLY,3,0.07,L_SHUSWAP,4,0.04,PBS,Technicianmr,,
U4218,DS00390,finclip,L_ADAMS,4,0.87,L_SHUSWAP,4,0.1,MIDDLESHUSWAP,4,0.01,LITTLE,4,0.01,SEYMOUR,2,0,PBS,Technicianmr,,
U4219,DS00385,finclip,QUESNEL_HORSEF,3,0.24,HORSEFLY,3,0.2,U_HORSEFLY,3,0.19,L_ADAMS,4,0.13,ROARING,3,0.11,PBS,Technicianmr,,
U4220,DS00371,finclip,HORSEFLY,3,0.21,QUESNEL_HORSEF,3,0.17,LITTLE,4,0.15,U_HORSEFLY,3,0.15,L_ADAMS,4,0.15,PBS,Technicianmr,,
U4221,DS00175,finclip,HORSEFLY,3,0.75,QUESNEL_HORSEF,3,0.14,MCKINLEY,3,0.1,STELLAKO,3,0,DUST,1,0,PBS,Technicianmr,,
U4222,DS00986,finclip,EAGLE_L,4,0.71,MIDDLESHUSWAP,4,0.21,L_SHUSWAP,4,0.07,SEYMOUR,2,0,SCOTCH,2,0,PBS,Technicianmr,,
U4223,DS00984,finclip,MIDDLESHUSWAP,4,0.58,L_SHUSWAP,4,0.26,EAGLE_L,4,0.06,MIDDLE,3,0.04,HORSEFLY,3,0.01,PBS,Technicianmr,,
U4224,DS00988,finclip,MIDDLESHUSWAP,4,0.85,EAGLE_L,4,0.1,L_SHUSWAP,4,0.03,HORSEFLY,3,0.02,QUESNEL_HORSEF,3,0,PBS,Technicianmr,,
U4225,DS00269,finclip,SCOTCH,2,0.79,L_ADAMS,4,0.2,SEYMOUR,2,0,QUESNEL_HORSEF,3,0,L_SHUSWAP,4,0,PBS,Technicianmr,,
U4226,DS00267,finclip,L_ADAMS,4,0.99,MCKINLEY,3,0.01,EAGLE_L,4,0,L_SHUSWAP,4,0,QUESNEL_DECEPT,3,0,PBS,Technicianmr,,
U4227,DS00257,finclip,L_ADAMS,4,0.98,PORTAGE_CR,4,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4228,DS00268,finclip,L_SHUSWAP,4,1,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4229,DS00270,finclip,L_ADAMS,4,0.84,MCKINLEY,3,0.13,QUESNEL_HORSEF,3,0.01,EAGLE_L,4,0,PINCHI_CR,3,0,PBS,Technicianmr,,
U4230,DS00266,finclip,SCOTCH,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4231,JS00423,finclip,L_SHUSWAP,4,0.98,MIDDLESHUSWAP,4,0.01,L_ADAMS,4,0.01,LITTLE,4,0,CHILKO,3,0,PBS,Technicianmr,,
U4232,JS00427,finclip,CHILKO,3,0.46,TACHIE,3,0.45,PINCHI_CR,3,0.06,KYNOCK,1,0.01,NADINA,2,0.01,PBS,Technicianmr,,
U4233,JS00430,finclip,QUESNEL_HORSEF,3,0.4,LITTLE,4,0.32,L_SHUSWAP,4,0.1,L_ADAMS,4,0.08,HORSEFLY,3,0.03,PBS,Technicianmr,,
U4234,JS00426,finclip,TACHIE,3,0.24,SCOTCH,2,0.17,CHILKO,3,0.11,L_SHUSWAP,4,0.11,PINCHI_CR,3,0.1,PBS,Technicianmr,,
U4235,JS00429,finclip,L_SHUSWAP,4,0.75,LITTLE,4,0.19,L_ADAMS,4,0.03,QUESNEL_HORSEF,3,0.01,MIDDLESHUSWAP,4,0.01,PBS,Technicianmr,,
U4236,JS00422,finclip,TACHIE,3,0.62,PINCHI_CR,3,0.22,CHILKO,3,0.06,QUESNEL_HORSEF,3,0.04,KYNOCK,1,0.02,PBS,Technicianmr,,
U4237,JS00428,finclip,L_SHUSWAP,4,0.87,MIDDLESHUSWAP,4,0.06,LITTLE,4,0.04,L_ADAMS,4,0.02,SCOTCH,2,0,PBS,Technicianmr,,
U4238,JS00424,finclip,L_SHUSWAP,4,0.79,SCOTCH,2,0.08,LITTLE,4,0.04,L_ADAMS,4,0.02,ROARING,3,0.01,PBS,Technicianmr,,
U4239,JS01360,finclip,CHILKO,3,0.75,LITTLE,4,0.08,QUESNEL_HORSEF,3,0.05,CHILKO-NORTH,3,0.04,L_SHUSWAP,4,0.03,PBS,Technicianmr,,
U4240,JS01354,finclip,L_SHUSWAP,4,0.67,MIDDLESHUSWAP,4,0.23,EAGLE_L,4,0.08,LITTLE,4,0.02,SEYMOUR,2,0,PBS,Technicianmr,,
U4241,JS01355,finclip,LITTLE,4,0.34,L_SHUSWAP,4,0.25,SCOTCH,2,0.18,SEYMOUR,2,0.16,MIDDLESHUSWAP,4,0.07,PBS,Technicianmr,,
U4242,JS01356,finclip,CHILKO,3,1,CHILKO-NORTH,3,0,LITTLE,4,0,CHILKO_SOUTH,2,0,NA,NA,NA,PBS,Technicianmr,,
U4243,JS01353,finclip,SEYMOUR,2,0.54,SCOTCH,2,0.41,L_SHUSWAP,4,0.02,MIDDLESHUSWAP,4,0.02,LITTLE,4,0.01,PBS,Technicianmr,,
U4244,JS01359,finclip,L_SHUSWAP,4,0.9,MIDDLESHUSWAP,4,0.09,EAGLE_L,4,0.01,LITTLE,4,0,L_ADAMS,4,0,PBS,Technicianmr,,
U4245,JS01352,finclip,HORSEFLY,3,0.82,QUESNEL_HORSEF,3,0.15,ROARING,3,0.02,MCKINLEY,3,0,CHILKO,3,0,PBS,Technicianmr,,
U4246,JS01357,finclip,LITTLE,4,0.59,L_SHUSWAP,4,0.15,HORSEFLY,3,0.14,SEYMOUR,2,0.03,QUESNEL_DECEPT,3,0.03,PBS,Technicianmr,,
U4247,JS01351,finclip,SCOTCH,2,0.87,SEYMOUR,2,0.1,MIDDLESHUSWAP,4,0.01,L_SHUSWAP,4,0.01,LITTLE,4,0,PBS,Technicianmr,,
U4248,JS01358,finclip,CHILKO,3,0.89,CHILKO-NORTH,3,0.09,MIDDLE,3,0.01,CHILKO_SOUTH,2,0.01,QUESNEL_DECEPT,3,0,PBS,Technicianmr,,
U4249,JS00840,finclip,QUESNEL_HORSEF,3,0.57,MITCHELL,3,0.15,HORSEFLY,3,0.14,M_HORSEFLY,3,0.12,CHILKO,3,0.01,PBS,Technicianmr,,
U4250,JS00813,finclip,L_ADAMS,4,1,SEYMOUR,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4251,JS00811,finclip,HORSEFLY,3,0.44,M_HORSEFLY,3,0.25,CHILKO,3,0.15,L_ADAMS,4,0.08,CHILKO-NORTH,3,0.06,PBS,Technicianmr,,
U4252,JS00812,finclip,QUESNEL_HORSEF,3,0.51,CHILKO,3,0.18,L_ADAMS,4,0.18,HORSEFLY,3,0.08,L_SHUSWAP,4,0.02,PBS,Technicianmr,,
U4253,JS00816,finclip,L_ADAMS,4,0.59,SEYMOUR,2,0.38,L_SHUSWAP,4,0.03,SCOTCH,2,0,NA,NA,NA,PBS,Technicianmr,,
U4254,JS00815,finclip,MITCHELL,3,1,QUESNEL_MITCHE,3,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4255,JS00814,finclip,L_SHUSWAP,4,0.91,MIDDLESHUSWAP,4,0.07,L_ADAMS,4,0.02,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4256,JS00817,finclip,L_SHUSWAP,4,0.97,L_ADAMS,4,0.02,MIDDLESHUSWAP,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4257,JS00820,finclip,L_ADAMS,4,0.88,SEYMOUR,2,0.11,HORSEFLY,3,0,QUESNEL_HORSEF,3,0,CHILKO,3,0,PBS,Technicianmr,,
U4258,JS00818,finclip,L_ADAMS,4,0.57,SEYMOUR,2,0.22,L_SHUSWAP,4,0.21,MIDDLESHUSWAP,4,0.01,LITTLE,4,0,PBS,Technicianmr,,
U4259,JS00974,finclip,CHILKO-NORTH,3,0.87,CHILKO,3,0.11,MIDDLESHUSWAP,4,0,L_ADAMS,4,0,SEYMOUR,2,0,PBS,Technicianmr,,
U4260,JS00980,finclip,CHILKO,3,0.82,HUDSON_BAY,1,0.12,PAULA,1,0.02,FIVEMILE,1,0.02,MCKINLEY,3,0.01,PBS,Technicianmr,,
U4261,JS00977,finclip,CHILKO,3,0.54,L_ADAMS,4,0.22,QUESNEL_HORSEF,3,0.09,CHILKO-NORTH,3,0.07,MCKINLEY,3,0.06,PBS,Technicianmr,,
U4262,JS00973,finclip,QUESNEL_HORSEF,3,0.74,MCKINLEY,3,0.16,M_HORSEFLY,3,0.06,L_ADAMS,4,0.03,HORSEFLY,3,0,PBS,Technicianmr,,
U4263,JS00978,finclip,L_ADAMS,4,0.77,SEYMOUR,2,0.05,PORTAGE_CR,4,0.04,L_SHUSWAP,4,0.04,SCOTCH,2,0.03,PBS,Technicianmr,,
U4264,JS00961,finclip,L_ADAMS,4,0.83,MIDDLESHUSWAP,4,0.1,SEYMOUR,2,0.04,L_SHUSWAP,4,0.02,SCOTCH,2,0.01,PBS,Technicianmr,,
U4265,JS00975,finclip,L_ADAMS,4,0.48,CHILKO,3,0.26,CHILKO-NORTH,3,0.11,QUESNEL_HORSEF,3,0.07,MIDDLESHUSWAP,4,0.05,PBS,Technicianmr,,
U4266,JS00979,finclip,SCOTCH,2,0.79,SEYMOUR,2,0.21,L_SHUSWAP,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4267,JS00971,finclip,L_SHUSWAP,4,0.79,MIDDLESHUSWAP,4,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4268,JS00976,finclip,MIDDLESHUSWAP,4,0.48,L_ADAMS,4,0.41,L_SHUSWAP,4,0.08,CHILKO,3,0.01,PORTAGE_CR,4,0.01,PBS,Technicianmr,,
U4269,DS00560,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4270,DS00556,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4271,DS00558,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4272,DS00561,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4273,DS00249,finclip,L_ADAMS,4,0.64,L_SHUSWAP,4,0.22,MCKINLEY,3,0.06,BLUE_LEAD_CK,3,0.01,CHILKO-NORTH,3,0.01,PBS,Technicianmr,,
U4274,DS00241,finclip,SCOTCH,2,0.99,L_ADAMS,4,0.01,SEYMOUR,2,0,EAGLE_L,4,0,NA,NA,NA,PBS,Technicianmr,,
U4275,DS00262,finclip,L_ADAMS,4,0.49,L_SHUSWAP,4,0.3,CHILKO-NORTH,3,0.11,CHILKO,3,0.07,MIDDLESHUSWAP,4,0.01,PBS,Technicianmr,,
U4276,DS00260,finclip,NADINA,2,0.6,PINCHI_CR,3,0.15,TACHIE,3,0.09,KUZKWA_CR,3,0.07,L_ADAMS,4,0.03,PBS,Technicianmr,,
U4277,DS00259,finclip,BLUE_LEAD_CK,3,0.98,QUESNEL_DECEPT,3,0.01,QUESNEL_HORSEF,3,0,MITCHELL,3,0,CHILKO-NORTH,3,0,PBS,Technicianmr,,
U4278,DS00264,finclip,L_SHUSWAP,4,0.98,L_ADAMS,4,0.01,MIDDLESHUSWAP,4,0.01,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4279,DS00252,finclip,L_SHUSWAP,4,0.96,MIDDLESHUSWAP,4,0.02,L_ADAMS,4,0.01,CHILKO,3,0,SCOTCH,2,0,PBS,Technicianmr,,
U4280,DS00256,finclip,BLUE_LEAD_CK,3,0.95,MITCHELL,3,0.05,CHILKO-NORTH,3,0,MCKINLEY,3,0,WASKO_CR,3,0,PBS,Technicianmr,,
U4281,DS00263,finclip,CHILKO-NORTH,3,0.36,L_ADAMS,4,0.32,CHILKO,3,0.22,BLUE_LEAD_CK,3,0.1,MCKINLEY,3,0,PBS,Technicianmr,,
U4282,DS00265,finclip,L_ADAMS,4,0.67,SCOTCH,2,0.24,MCKINLEY,3,0.05,L_SHUSWAP,4,0.04,CHILKO,3,0,PBS,Technicianmr,,
U4283,JS00421,finclip,QUESNEL_HORSEF,3,0.86,U_HORSEFLY,3,0.1,HORSEFLY,3,0.03,MCKINLEY,3,0,CHILKO,3,0,PBS,Technicianmr,,
U4284,JS00425,finclip,QUESNEL_HORSEF,3,0.81,U_HORSEFLY,3,0.12,HORSEFLY,3,0.05,MCKINLEY,3,0.01,TACHIE,3,0,PBS,Technicianmr,,
U4285,DS00547,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4286,DS00552,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4287,DS00551,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4288,DS00553,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4289,DS00555,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4290,DS00554,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4291,DS00557,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4292,DS01283,finclip,HORSEFLY,3,0.64,CHILKO,3,0.11,QUESNEL_HORSEF,3,0.09,L_HORSEFLY,3,0.08,QUESNEL_DECEPT,3,0.06,PBS,Technicianmr,,
U4293,DS01288,finclip,HORSEFLY,3,0.63,QUESNEL_DECEPT,3,0.23,QUESNEL_HORSEF,3,0.07,BLUE_LEAD_CK,3,0.03,L_HORSEFLY,3,0.03,PBS,Technicianmr,,
U4294,DS01285,finclip,MIDDLESHUSWAP,4,0.97,EAGLE_L,4,0.03,FREDA_LAKE,15,0,SEYMOUR,2,0,NA,NA,NA,PBS,Technicianmr,,
U4295,DS01281,finclip,MIDDLESHUSWAP,4,0.9,L_SHUSWAP,4,0.1,EAGLE_L,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4296,DS01286,finclip,MIDDLESHUSWAP,4,0.98,L_SHUSWAP,4,0.01,EAGLE_L,4,0.01,DUST,1,0,SEYMOUR,2,0,PBS,Technicianmr,,
U4297,DS00548,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4298,DS00549,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4299,DS00546,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4300,DS00545,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4301,DS00544,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4302,DS01284,finclip,MIDDLESHUSWAP,4,0.9,L_SHUSWAP,4,0.1,EAGLE_L,4,0.01,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4303,DS01289,finclip,EAGLE_L,4,0.29,MIDDLESHUSWAP,4,0.26,L_SHUSWAP,4,0.21,SEYMOUR,2,0.12,SCOTCH,2,0.05,PBS,Technicianmr,,
U4304,DS01282,finclip,MIDDLESHUSWAP,4,0.79,L_SHUSWAP,4,0.21,EAGLE_L,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4305,DS01290,finclip,MIDDLESHUSWAP,4,0.54,L_SHUSWAP,4,0.42,EAGLE_L,4,0.02,SEYMOUR,2,0.01,SCOTCH,2,0,PBS,Technicianmr,,
U4306,JS01228,finclip,NIMPKISH,7,1,WOSS_LAKE,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4307,JS01225,finclip,HORSEFLY,3,0.96,MIDDLESHUSWAP,4,0.02,L_HORSEFLY,3,0.01,QUESNEL_HORSEF,3,0,M_HORSEFLY,3,0,PBS,Technicianmr,,
U4308,JS01223,finclip,L_ADAMS,4,0.99,MIDDLESHUSWAP,4,0.01,LITTLE,4,0,HORSEFLY,3,0,CHILKO,3,0,PBS,Technicianmr,,
U4309,DS00464,finclip,CHILKO,3,0.51,ROARING,3,0.16,QUESNEL_MITCHE,3,0.12,L_ADAMS,4,0.07,HORSEFLY,3,0.06,PBS,Technicianmr,,
U4310,DS00474,finclip,HORSEFLY,3,0.44,U_HORSEFLY,3,0.27,QUESNEL_HORSEF,3,0.26,MCKINLEY,3,0.01,L_ADAMS,4,0.01,PBS,Technicianmr,,
U4311,DS00469,finclip,HORSEFLY,3,0.43,U_HORSEFLY,3,0.28,QUESNEL_HORSEF,3,0.15,CHILKO,3,0.12,MCKINLEY,3,0.01,PBS,Technicianmr,,
U4312,DS00479,finclip,L_SHUSWAP,4,0.87,SEYMOUR,2,0.1,LITTLE,4,0.01,TACHIE,3,0.01,ROARING,3,0.01,PBS,Technicianmr,,
U4313,DS00467,finclip,LITTLE,4,0.39,L_ADAMS,4,0.36,L_SHUSWAP,4,0.2,MIDDLESHUSWAP,4,0.03,PORTAGE_CR,4,0.01,PBS,Technicianmr,,
U4314,DS00980,finclip,MIDDLESHUSWAP,4,0.9,L_SHUSWAP,4,0.1,EAGLE_L,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4315,DS00971,finclip,MIDDLESHUSWAP,4,0.95,SEYMOUR,2,0.04,L_SHUSWAP,4,0.01,EAGLE_L,4,0,CHILKO,3,0,PBS,Technicianmr,,
U4316,DS00973,finclip,CHILKO,3,0.74,L_SHUSWAP,4,0.22,EAGLE_L,4,0.04,CHILKO_SOUTH,2,0,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U4317,DS00972,finclip,MIDDLESHUSWAP,4,0.72,CHILKO,3,0.18,L_SHUSWAP,4,0.05,EAGLE_L,4,0.03,QUESNEL_HORSEF,3,0.01,PBS,Technicianmr,,
U4318,JS00149,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4319,JS00144,finclip,NADINA,2,0.78,STELLAKO,3,0.22,SEYMOUR,2,0,HUDSON_BAY,1,0,NA,NA,NA,PBS,Technicianmr,,
U4320,JS00143,finclip,STELLAKO,3,1,KUZKWA_CR,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4321,JS00139,finclip,BIRKENHEAD,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4322,JS00142,finclip,HORSEFLY,3,0.43,U_HORSEFLY,3,0.32,STELLAKO,3,0.12,NADINA,2,0.06,CHILKO,3,0.05,PBS,Technicianmr,,
U4323,JS00141,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4324,JS00147,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4325,JS00140,finclip,BIRKENHEAD,3,0.62,CHILKO,3,0.3,SMOKEHOUSE_CK,15,0.05,BIG_SILVER,4,0.02,LONG_LAKE,15,0.01,PBS,Technicianmr,,
U4326,JS00137,finclip,CHILKO,3,0.99,HORSEFLY,3,0,DUST,1,0,FORFAR,1,0,BLUE_LEAD_CK,3,0,PBS,Technicianmr,,
U4327,DS00366,finclip,L_ADAMS,4,0.57,LITTLE,4,0.28,L_SHUSWAP,4,0.14,PORTAGE_CR,4,0.01,BIRKENHEAD,3,0,PBS,Technicianmr,,
U4328,DS00386,finclip,CHILKO,3,0.37,L_ADAMS,4,0.21,SEYMOUR,2,0.14,QUESNEL_HORSEF,3,0.04,SINTA,1,0.04,PBS,Technicianmr,,
U4329,DS00368,finclip,HORSEFLY,3,0.44,U_HORSEFLY,3,0.28,QUESNEL_HORSEF,3,0.26,M_HORSEFLY,3,0.01,MCKINLEY,3,0,PBS,Technicianmr,,
U4330,DS00389,finclip,L_ADAMS,4,0.82,LITTLE,4,0.1,L_SHUSWAP,4,0.06,PORTAGE_CR,4,0.02,FENNELL,2,0,PBS,Technicianmr,,
U4331,DS00370,finclip,L_SHUSWAP,4,0.63,L_ADAMS,4,0.26,LITTLE,4,0.07,SEYMOUR,2,0.02,MIDDLESHUSWAP,4,0.02,PBS,Technicianmr,,
U4332,DS00388,finclip,L_ADAMS,4,0.49,LITTLE,4,0.37,L_SHUSWAP,4,0.08,U_HORSEFLY,3,0.02,QUESNEL_HORSEF,3,0.01,PBS,Technicianmr,,
U4333,DS00379,finclip,L_SHUSWAP,4,0.83,LITTLE,4,0.09,L_ADAMS,4,0.06,MIDDLESHUSWAP,4,0.01,SEYMOUR,2,0.01,PBS,Technicianmr,,
U4334,DS00383,finclip,SEYMOUR,2,0.51,L_ADAMS,4,0.38,LITTLE,4,0.06,L_SHUSWAP,4,0.04,MIDDLESHUSWAP,4,0.01,PBS,Technicianmr,,
U4335,DS00160,finclip,STELLAKO,3,0.78,TACHIE,3,0.18,NADINA,2,0.03,SEYMOUR,2,0,EAGLE,2,0,PBS,Technicianmr,,
U4336,DS00168,finclip,L_SHUSWAP,4,0.86,MIDDLESHUSWAP,4,0.11,DUST,1,0.03,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4337,DS00156,finclip,CHILKO,3,0.86,NADINA,2,0.05,HORSEFLY,3,0.04,QUESNEL_HORSEF,3,0.02,TACHIE,3,0.01,PBS,Technicianmr,,
U4338,DS00180,finclip,L_SHUSWAP,4,0.79,MIDDLESHUSWAP,4,0.12,CHILKO,3,0.09,L_ADAMS,4,0.01,DUST,1,0,PBS,Technicianmr,,
U4339,DS00161,finclip,CHILKO,3,1,NADINA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4340,DS00151,finclip,NADINA,2,0.98,TACHIE,3,0.02,DUST,1,0,FIVEMILE,1,0,NA,NA,NA,PBS,Technicianmr,,
U4341,DS00163,finclip,HORSEFLY,3,0.72,QUESNEL_HORSEF,3,0.15,MCKINLEY,3,0.12,CHILKO,3,0.01,L_SHUSWAP,4,0,PBS,Technicianmr,,
U4342,DS00159,finclip,L_SHUSWAP,4,0.88,MIDDLESHUSWAP,4,0.12,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4343,JS00434,finclip,LITTLE,4,0.36,L_SHUSWAP,4,0.34,CHILKO,3,0.17,L_ADAMS,4,0.05,TACHIE,3,0.04,PBS,Technicianmr,,
U4344,DS00989,finclip,L_SHUSWAP,4,0.51,MIDDLESHUSWAP,4,0.48,EAGLE_L,4,0.01,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4345,DS00976,finclip,SEYMOUR,2,0.7,SCOTCH,2,0.3,EAGLE_L,4,0,EAGLE,2,0,NA,NA,NA,PBS,Technicianmr,,
U4346,JS00432,finclip,QUESNEL_HORSEF,3,0.32,CHILKO,3,0.2,LITTLE,4,0.16,L_SHUSWAP,4,0.08,U_HORSEFLY,3,0.06,PBS,Technicianmr,,
U4347,JS00436,finclip,ROARING,3,0.38,QUESNEL_HORSEF,3,0.26,CHILKO,3,0.14,QUESNEL_DECEPT,3,0.07,MITCHELL,3,0.03,PBS,Technicianmr,,
U4348,JS00431,finclip,QUESNEL_HORSEF,3,0.79,U_HORSEFLY,3,0.11,LITTLE,4,0.03,HORSEFLY,3,0.02,ROARING,3,0.02,PBS,Technicianmr,,
U4349,JS00435,finclip,QUESNEL_HORSEF,3,0.76,U_HORSEFLY,3,0.14,HORSEFLY,3,0.06,MCKINLEY,3,0.03,LITTLE,4,0,PBS,Technicianmr,,
U4350,JS00438,finclip,QUESNEL_HORSEF,3,0.43,ROARING,3,0.34,CHILKO,3,0.08,QUESNEL_DECEPT,3,0.08,WASKO_CR,3,0.02,PBS,Technicianmr,,
U4351,JS00148,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4352,JS00146,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4353,JS00136,finclip,NADINA,2,0.99,STELLAKO,3,0.01,PAULA,1,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U4354,JS00150,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U4355,DS00382,finclip,QUESNEL_MITCHE,3,0.97,ROARING,3,0.03,WASKO_CR,3,0,MITCHELL,3,0,U_HORSEFLY,3,0,PBS,Technicianmr,,
U4356,DS00387,finclip,L_ADAMS,4,0.77,L_SHUSWAP,4,0.17,LITTLE,4,0.05,SEYMOUR,2,0.01,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U4357,DS00372,finclip,LITTLE,4,0.7,L_ADAMS,4,0.29,SEYMOUR,2,0.01,QUESNEL_DECEPT,3,0,ROARING,3,0,PBS,Technicianmr,,
U4358,DS00365,finclip,SEYMOUR,2,1,L_ADAMS,4,0,CHILKO,3,0,EAGLE,2,0,NA,NA,NA,PBS,Technicianmr,,
U4359,DS00369,finclip,L_SHUSWAP,4,0.91,MIDDLESHUSWAP,4,0.08,L_ADAMS,4,0,LITTLE,4,0,NA,NA,NA,PBS,Technicianmr,,
