ufn,semsp_id,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,lice_id_protocol_field,analysis_planned,dissection_status,date_processed,cwt,adipose,weight,standard_length,fork_length,photo_number,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,analyzing_lab,quality_level,quality_log
U3895,2016-06-23-J03-PI-10,JE286N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-02,None,Present,16.6,121,125,NA,NA,NA,CVJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4030,2016-06-23-J03-CU-1,JE286N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-07,None,Present,13,107,111,NA,NA,"Lesions or pred scars on tail, both sides.",CVJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4028,2016-06-23-J03-CU-2,JE286N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-06,None,Present,19.2,121,126,NA,NA,NA,CVJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U3732,2016-06-23-J03-CU-4,JE286N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-07,None,Present,16.8,113,117,NA,NA,NA,JG,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U3731,2016-06-23-J03-CU-5,JE286N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-07,None,Present,14.7,112,116,NA,NA,NA,JG,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4039,2016-06-23-J03-CU-6,JE286N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-07,None,Present,17.3,114,119,NA,NA,NA,BJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4031,2016-06-23-J03-CU-7,JE286N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-07,None,Present,20,117,123,NA,NA,NA,CVJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U3733,2016-06-23-J03-CU-8,JE286N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-07,None,Present,16.7,116,121,NA,NA,NA,JG,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4029,2016-06-23-J03-CU-9,JE286N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-06,None,Present,17.7,116,122,NA,NA,NA,CVJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4940,2016-06-23-J03-CO-1,JE286N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-09,None,Present,26.9,126,132,NA,NA,NA,CVJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4941,2016-06-23-J03-CO-2,JE286N1,CO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-09,None,Present,19.8,127,132,NA,NA,NA,CVJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4950,2016-06-23-J03-HE-2,JE286N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-09,None,Present,19.3,116,123,NA,Weight estimated,NA,BJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U3969,2016-06-23-J03-HE-3,JE286N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-09,None,Present,17.4,118,124,NA,NA,NA,JG,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4951,2016-06-23-J03-HE-4,JE286N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-09,None,Present,20.8,121,127,NA,No otoliths found,NA,BJ,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U4942,2016-06-23-J03-HE-6,JE286N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-09,None,Present,13.5,107,112,NA,NA,NA,JG,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U3968,2016-06-23-J03-HE-7,JE286N1,HE,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-11-09,None,Present,16.3,115,120,NA,NA,NA,JG,full_2,lab_motiles_cryo,lab_motiles,HAKAI,Technicianmr,NA
U2247,2016-06-24-D04-SO-1,DE344N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-19,None,Present,19.1,NA,124,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2249,2016-06-24-D04-SO-2,DE344N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-19,None,Present,13.3,NA,109,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2241,2016-06-24-D04-SO-3,DE344N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-18,None,Present,21.1,NA,127,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2244,2016-06-24-D04-SO-4,DE344N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-18,None,Present,13.3,NA,115,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2243,2016-06-24-D04-SO-5,DE344N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-18,None,Present,18.6,NA,122,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2245,2016-06-24-D04-SO-6,DE344N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-18,None,Present,14.7,NA,114,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2248,2016-06-24-D04-SO-7,DE344N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-19,None,Present,14.2,NA,116,NA,Length estimated,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2246,2016-06-24-D04-SO-8,DE344N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-19,None,Present,20.9,NA,126,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2242,2016-06-24-D04-SO-9,DE344N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-18,None,Present,21.6,NA,123,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U1845,2016-06-24-J02-SO-1,JE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-09-20,None,Present,18.8,NA,124,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA. nematode on stomach. one broken otolith",NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U1838,2016-06-24-J02-SO-2,JE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-09-20,None,Present,17.5,NA,112,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA.",NA,BJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U1844,2016-06-24-J02-SO-3,JE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-09-20,None,Present,14.7,NA,115,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA. very pale heart and liver",NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U1839,2016-06-24-J02-SO-4,JE288N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-09-20,None,Present,14.2,NA,102,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U1536,2016-06-24-J08-SO-1,JE290N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,10,NA,102,NA,NA,NA,YK,full_1,NA,NA,HAKAI,Technicianmr,NA
U1538,2016-06-24-J08-SO-2,JE290N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-07,None,Present,13,NA,108,NA,NA,NA,YK,full_1,NA,NA,HAKAI,Technicianmr,NA
U1547,2016-06-24-J08-SO-3,JE290N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-07,None,Present,13.9,NA,107,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U1539,2016-06-24-J08-SO-4,JE290N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-07,None,Present,12,NA,109,NA,NA,NA,YK,full_1,NA,NA,HAKAI,Technicianmr,NA
U1544,2016-06-24-J08-SO-5,JE290N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,12.1,NA,99,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U1545,2016-06-24-J08-SO-6,JE290N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,15.8,NA,110,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U1537,2016-06-24-J08-SO-7,JE290N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,16,NA,120,NA,NA,NA,YK,full_1,NA,NA,HAKAI,Technicianmr,NA
U1546,2016-06-24-J08-SO-8,JE290N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,14.9,NA,110,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U1549,2016-06-24-J08-SO-9,JE290N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-07,None,Present,11.4,NA,102,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U1548,2016-06-24-J08-SO-10,JE290N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-07,None,Present,13.3,NA,105,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U3780,2016-06-24-J02-PI-1,JE288N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-16,None,Present,14.8,116,122,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U3779,2016-06-24-J02-PI-2,JE288N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-16,None,Present,15,116,121,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U3781,2016-06-24-J02-PI-4,JE288N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-16,None,Present,16.4,119,124,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U3777,2016-06-24-J02-PI-5,JE288N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-16,None,Present,21.5,123,128,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U3772,2016-06-24-J02-PI-6,JE288N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-16,None,Present,15,116,120,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U3775,2016-06-24-J02-PI-7,JE288N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-16,None,Present,16.5,117,122,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U3774,2016-06-24-J02-PI-9,JE288N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-16,None,Present,13.4,110,115,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U3773,2016-06-24-J02-PI-10,JE288N1,PI,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-16,None,Present,19.8,122,127,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U3312,2016-06-24-J02-CU-1,JE288N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-03,None,Present,14.8,105,110,NA,NA,NA,JG,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2967,2016-06-24-J02-CU-3,JE288N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-03,None,Present,16.7,116,121,NA,NA,NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U3308,2016-06-24-J02-CU-6,JE288N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-03,None,Present,16,115,120,NA,NA,NA,JG,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2969,2016-06-24-J02-CU-9,JE288N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-03,None,Present,16.2,116,122,NA,NA,NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2968,2016-06-24-J02-CU-10,JE288N1,CU,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2017-02-03,None,Present,14.9,112,118,NA,NA,NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2066,2016-06-25-J06-SO-1,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-11,None,Present,20.7,NA,139,NA,"Sea-lice ennumeration only. Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,lice_only,NA,lab_motiles,HAKAI,Technicianmr,NA
U2065,2016-06-25-J06-SO-2,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-11,None,Present,13.4,NA,127,NA,"Sea-lice ennumeration only. Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,lice_only,NA,lab_motiles,HAKAI,Technicianmr,NA
U2067,2016-06-25-J06-SO-3,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-11,None,Present,14.1,NA,128,NA,"Sea-lice ennumeration only. Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,lice_only,NA,lab_motiles,HAKAI,Technicianmr,NA
U2064,2016-06-25-J06-SO-4,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-11,None,Present,15.9,NA,124,NA,"Sea-lice ennumeration only. Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,lice_only,NA,lab_motiles,HAKAI,Technicianmr,NA
U2070,2016-06-25-J06-SO-5,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-11,None,Present,15.8,NA,124,NA,"Sea-lice ennumeration only. Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,lice_only,NA,lab_motiles,HAKAI,Technicianmr,NA
U2063,2016-06-25-J06-SO-6,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-11,None,Present,18.3,NA,138,NA,"Sea-lice ennumeration only. Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,lice_only,NA,lab_motiles,HAKAI,Technicianmr,NA
U2069,2016-06-25-J06-SO-7,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-11,None,Present,14.7,NA,123,NA,"Sea-lice ennumeration only. Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,lice_only,NA,lab_motiles,HAKAI,Technicianmr,NA
U2068,2016-06-25-J06-SO-8,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-11,None,Present,15.2,NA,129,NA,"Sea-lice ennumeration only. Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,lice_only,NA,lab_motiles,HAKAI,Technicianmr,NA
U2062,2016-06-25-J06-SO-9,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-11,None,Present,11,NA,109,NA,"Sea-lice ennumeration only. Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,lice_only,NA,lab_motiles,HAKAI,Technicianmr,NA
U2061,2016-06-25-J06-SO-10,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-11,None,Present,20.2,NA,133,NA,"Sea-lice ennumeration only. Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,lice_only,NA,lab_motiles,HAKAI,Technicianmr,NA
U1542,2016-06-25-J06-SO-11,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,13.2,NA,108,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U1543,2016-06-25-J06-SO-12,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,18.3,NA,118,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U1532,2016-06-25-J06-SO-13,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,10.8,NA,105,NA,NA,NA,YK,full_1,NA,NA,HAKAI,Technicianmr,NA
U1528,2016-06-25-J06-SO-14,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,17.2,NA,115,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U1535,2016-06-25-J06-SO-15,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,13.8,NA,106,NA,NA,NA,YK,full_1,NA,NA,HAKAI,Technicianmr,NA
U1534,2016-06-25-J06-SO-16,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,12,NA,110,NA,NA,NA,YK,full_1,NA,NA,HAKAI,Technicianmr,NA
U1541,2016-06-25-J06-SO-17,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,15,NA,113,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U1533,2016-06-25-J06-SO-18,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,19.2,NA,123,NA,NA,NA,YK,full_1,NA,NA,HAKAI,Technicianmr,NA
U1530,2016-06-25-J06-SO-19,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,11.6,NA,102,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U1529,2016-06-25-J06-SO-20,JE291N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-07-06,None,Present,13,NA,107,NA,Improper handling of RNA microtube caps may have cross contaminated RNA tissues samples,NA,TS,full_1,NA,NA,HAKAI,Technicianmr,NA
U2260,2016-06-25-J07-SO-11,JE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-21,None,Present,15.9,NA,117,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,Changed workup to irregular from lice enumeration only (2018-01-16 JG)
U2256,2016-06-25-J07-SO-12,JE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-21,None,Present,17.8,NA,123,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,Changed workup to irregular from lice enumeration only (2018-01-16 JG)
U2252,2016-06-25-J07-SO-13,JE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-19,None,Present,16.9,NA,121,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2255,2016-06-25-J07-SO-14,JE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-19,None,Present,21.3,NA,131,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2259,2016-06-25-J07-SO-15,JE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-21,None,Present,20.6,NA,127,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,Changed workup to irregular from lice enumeration only (2018-01-16 JG)
U2253,2016-06-25-J07-SO-16,JE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-19,None,Present,22.7,NA,127,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2258,2016-06-25-J07-SO-17,JE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-21,None,Present,19.2,NA,125,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,Changed workup to irregular from lice enumeration only (2018-01-16 JG)
U2257,2016-06-25-J07-SO-18,JE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-21,None,Present,27.4,NA,137,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,Changed workup to irregular from lice enumeration only (2018-01-16 JG)
U2254,2016-06-25-J07-SO-19,JE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-19,None,Present,21.3,NA,128,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2251,2016-06-25-J07-SO-20,JE292N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-19,None,Present,13.2,NA,114,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA. length estimated",NA,BMM,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2147,2016-06-25-J05-SO-6,JE293N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-16,None,Present,14.6,NA,114,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2148,2016-06-25-J05-SO-20,JE293N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-16,None,Present,18.1,NA,124,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2114,2016-06-25-J05-SO-21,JE293N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,14.7,NA,121,2114,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2112,2016-06-25-J05-SO-22,JE293N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,11.9,NA,108,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2111,2016-06-25-J05-SO-23,JE293N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,11.8,NA,110,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2026,2016-06-25-J05-SO-24,JE293N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,25.6,NA,135,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2115,2016-06-25-J05-SO-25,JE293N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,10.4,NA,105,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2113,2016-06-25-J05-SO-26,JE293N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,23.7,NA,NA,NA,NA,NA,CVJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2027,2016-06-25-J05-SO-27,JE293N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,12.2,NA,109,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2028,2016-06-25-J05-SO-28,JE293N2,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,17.4,NA,125,NA,"Fish thawed in field. not suitable for RNA, stable isotope, or FA",NA,BJ,irregular,NA,lab_motiles,HAKAI,Technicianmr,NA
U2090,2016-06-30-D21-SO-1,DE352N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,19.3,NA,124,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2024,2016-06-30-D21-SO-2,DE352N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,22.1,NA,126,NA,NA,NA,BJ,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2089,2016-06-30-D21-SO-3,DE352N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,17.9,NA,122,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2086,2016-06-30-D21-SO-4,DE352N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-12,None,Present,24.1,NA,132,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2088,2016-06-30-D21-SO-5,DE352N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,16.5,NA,117,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2087,2016-06-30-D21-SO-6,DE352N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-13,None,Present,24.5,NA,132,NA,NA,NA,BMM,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2278,2016-06-30-D11-SO-11,DE353N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-21,None,Present,15.8,NA,117,NA,NA,NA,CVJ,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
U2274,2016-06-30-D11-SO-12,DE353N1,SO,NA,NA,NA,NA,NA,NA,NA,SEMSP,dissected,2016-10-21,None,Present,15.3,NA,118,NA,NA,Dropped gill on bench.,CVJ,full_1,NA,lab_motiles,HAKAI,Technicianmr,NA
