ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,quality_level,quality_flag,quality_log
U3611,2017-02-15,None,Present,9.2,95,100,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3612,2017-02-15,None,Present,9,95,100,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3766,2017-02-16,None,Present,7.6,92,96,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3767,2017-02-16,None,Present,7.9,96,102,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3768,2017-02-16,None,Present,10.6,102,106,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3769,2017-02-16,None,Present,9.9,98,102,NA,Large white lump on anterior kidney,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3770,2017-02-16,None,Present,9.6,99,104,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3771,2017-02-16,None,Present,8.9,100,105,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3772,2017-02-16,None,Present,15,116,120,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3773,2017-02-16,None,Present,19.8,122,127,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3774,2017-02-16,None,Present,13.4,110,115,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3775,2017-02-16,None,Present,16.5,117,122,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3776,2017-02-16,None,Present,15.7,116,121,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3777,2017-02-16,None,Present,21.5,123,128,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3778,2017-02-16,None,Present,15.4,115,120,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3779,2017-02-16,None,Present,15,116,121,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3780,2017-02-16,None,Present,14.8,116,122,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3781,2017-02-16,None,Present,16.4,119,124,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3782,2017-02-16,None,Present,12.1,114,119,Broken otoliths,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3783,2017-02-16,None,Present,8,93,98,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3784,2017-02-16,None,Present,8.2,92,96,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3785,2017-02-16,None,Present,10,95,100,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3786,2017-02-16,None,Present,8.2,93,99,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3613,2017-02-16,None,Present,17.9,120,125,NA,Nematode behind spleen,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3614,2017-02-16,None,Present,23,127,133,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3615,2017-02-16,None,Present,31.7,143,149,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3616,2017-02-16,None,Present,33.5,146,152,Kidney fell in cool rack,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3617,2017-02-16,None,Present,24.8,129,135,Stomach broke in half; one broken otolith,Tiny flabellifera on underside,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3618,2017-02-16,None,Present,18,120,125,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3619,2017-02-16,None,Present,27,133,139,Brain fell in cool rack,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3620,2017-02-16,None,Present,30.5,143,144,Spleen fell on chamois,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3621,2017-02-16,None,Present,14.2,112,117,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3622,2017-02-16,None,Present,29.1,135,140,Brain fell in cool rack,Huge flabellifera (in bag),JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3623,2017-02-16,None,Present,7.8,87,92,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3624,2017-02-16,None,Present,21.4,122,127,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3625,2017-02-16,None,Present,9.6,92,97,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3626,2017-02-16,None,Present,8.5,92,97,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3627,2017-02-17,None,Present,10.2,94,100,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3628,2017-02-17,None,Present,10.3,98,103,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3629,2017-02-17,None,Present,7.2,85,90,Lost 1 otolith.,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3630,2017-02-17,None,Present,9.8,93,98,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3631,2017-02-17,None,Present,6.3,82,87,Heart fell into g6 (retrieved). samples left in -20 freezer overnight,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3632,2017-02-17,None,Present,8.6,90,95,G6 previously had heart from u3680. samples left in -20 freezer overnight,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3633,2017-02-17,None,Present,7.3,88,92,Samples left in -20 freezer overnight,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3634,2017-02-17,None,Present,8.3,91,97,Samples left in -20 freezer overnight,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3635,2017-02-17,None,Present,6.5,81,86,Samples left in -20 freezer overnight,Noticeable scale loss (2 photos taken),JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3636,2017-02-17,None,Present,5.7,77,81,Spleen slightly thawed. lost 1 otolith. samples left in -20 freezer overnight,Very small spleen,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3637,2017-02-17,None,Present,7.7,84,88,Samples left in -20 freezer overnight,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3638,2017-02-17,None,Present,6.7,85,89,Samples left in -20 freezer overnight,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3787,2017-02-18,None,Present,8.6,97,101,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3788,2017-02-18,None,Present,7.9,93,97,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3789,2017-02-18,None,Present,7,91,95,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3790,2017-02-18,None,Present,6.6,89,93,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3791,2017-02-18,None,Present,9.2,97,103,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3792,2017-02-18,None,Present,11.3,104,109,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3639,2017-02-18,None,Present,7.5,84,88,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3640,2017-02-18,None,Present,6,80,84,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3641,2017-02-18,None,Present,7.3,86,90,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3642,2017-02-18,None,Present,10.6,97,102,NA,Nematode between heart & livier,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3643,2017-02-18,None,Present,9.5,97,102,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3644,2017-02-18,None,Present,13.7,106,111,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3645,2017-02-18,None,Present,10.7,97,101,NA,Pale kidney,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3646,2017-02-18,None,Present,9.9,95,100,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3647,2017-02-18,None,Present,12.4,104,110,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3793,2017-02-19,None,Present,10.2,98,102,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3794,2017-02-19,None,Present,10.6,101,105,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3795,2017-02-19,None,Present,8.8,95,99,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3796,2017-02-19,None,Present,8.2,95,99,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3797,2017-02-19,None,Present,6.1,85,89,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3798,2017-02-19,None,Present,6.9,87,91,One otolith broken,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3799,2017-02-19,None,Present,13,109,113,Only one otolith,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3648,2017-02-19,None,Present,10.4,98,103,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3649,2017-02-19,None,Present,15.2,113,118,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3650,2017-02-19,None,Present,11.2,100,105,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3651,2017-02-19,None,Present,11.8,101,107,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3652,2017-02-19,None,Present,11.6,95,100,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3800,2017-02-20,None,Present,8.2,93,98,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3801,2017-02-20,None,Present,16.5,118,123,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3802,2017-02-20,None,Present,12.9,105,111,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3803,2017-02-20,None,Present,13.9,109,113,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3804,2017-02-20,None,Present,14.2,110,114,NA,NA,CVJ,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3805,2017-02-20,None,Present,12,115,119,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3653,2017-02-20,None,Present,25.8,127,132,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3654,2017-02-20,None,Present,17.7,114,119,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3655,2017-02-20,None,Present,12.4,103,109,NA,NA,JG,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3656,2017-02-20,None,Present,14,108,113,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3657,2017-02-20,None,Present,13.2,104,109,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3658,2017-02-20,None,Present,33.1,140,147,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3659,2017-02-20,None,Present,23.9,125,130,Lost 1 otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3660,2017-02-20,None,Present,22,122,128,Outside scalpel touched spleen,"Nematode on intestine, behind spleen",JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3661,2017-02-20,None,Present,20,120,126,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3662,2017-02-20,None,Present,28.3,130,137,Kidney thawed,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3819,2017-02-20,None,Present,17.5,114,119,NA,NA,MF,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3820,2017-02-20,None,Present,15.3,115,120,NA,NA,MF,irregular,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3821,2017-02-20,None,Present,18,117,122,NA,NA,MF,irregular,NA,lab_motiles,Technicianmr,NA,NA
U3663,2017-02-21,None,Present,15.5,112,118,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3664,2017-02-21,None,Present,13.3,110,115,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3665,2017-02-21,None,Present,20.6,124,130,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3666,2017-02-21,None,Present,14.1,110,116,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3667,2017-02-21,None,Present,19.2,117,123,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3668,2017-02-21,None,Present,13.6,111,116,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3669,2017-02-21,None,Present,20.1,125,131,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3670,2017-02-21,None,Present,17.8,113,118,Heart accidentally put in b10 (subsequently put in a10),NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3671,2017-02-22,None,Present,13.2,106,111,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3672,2017-02-22,None,Present,24.5,124,129,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3673,2017-02-22,None,Present,16.8,116,122,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3674,2017-02-22,None,Present,17.2,117,122,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3675,2017-02-22,None,Present,16.2,112,116,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3806,2017-02-24,None,Present,17.6,119,124,DNA samples is a kidney sample.,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3807,2017-02-24,None,Present,12.6,108,113,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3676,2017-02-24,None,Present,15.4,107,112,Only one otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3677,2017-02-24,None,Present,17.4,116,122,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3678,2017-02-24,None,Present,16.6,110,116,NA,Large spleen,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3679,2017-02-24,None,Present,12,102,107,NA,Tiny spleen,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3680,2017-02-24,None,Present,18.3,120,124,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3681,2017-02-24,None,Present,19.4,123,128,Outside foreceps touched spleen. one broken otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3682,2017-02-24,None,Present,12.1,103,108,Lost one otolith,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3683,2017-02-24,None,Present,7.4,86,90,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3808,2017-02-26,None,Present,14.9,116,121,NA,"Lacerations on left side, could be from use forecetps, not sure.",CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3809,2017-02-26,None,Present,8.7,100,105,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3810,2017-02-26,None,Present,14,116,122,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3684,2017-02-26,None,Present,8.9,94,99,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3685,2017-02-26,None,Present,12.7,107,112,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3686,2017-02-26,None,Present,8,94,99,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3687,2017-02-26,None,Present,8.2,89,95,Brain fell on dissection bench,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3688,2017-02-26,None,Present,12.6,103,108,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3689,2017-02-26,None,Present,11.5,103,108,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3690,2017-02-26,None,Present,12.3,103,109,Kidney accidentally put in d1 (retrieved). heart in d1 (true location),Very large spleen,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3811,2017-02-27,None,Present,8.9,101,105,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3812,2017-02-27,None,Present,14.4,114,119,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3813,2017-02-27,None,Present,13.6,114,120,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3814,2017-02-27,None,Present,12.6,103,108,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3815,2017-02-27,None,Present,20.2,120,125,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3816,2017-02-27,None,Present,16.2,116,122,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3817,2017-02-27,None,Present,9.2,96,100,Heart cross contaminated with that of u3816s heart. DNA sample is from the kindey.,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3818,2017-02-27,None,Present,13.1,102,106,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3852,2017-02-27,None,Present,14.5,109,114,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3853,2017-02-27,None,Present,9.5,99,103,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3854,2017-02-27,None,Present,10.2,99,105,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3855,2017-02-27,None,Present,9.5,97,102,Only one otolith.,Nematode on lower intestines.,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3856,2017-02-27,None,Present,26.3,127,133,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3691,2017-02-27,None,Present,17.6,115,120,"Heart accidentally put in d1 (retrieved), true location in e1",NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3692,2017-02-27,None,Present,8.4,92,97,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3914,2017-02-27,CWT,Absent,31.4,136,144,1 broken otolith. carcass may be incorrectly labeled as u4314,Huge flabellifera on ventral side,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3915,2017-02-27,None,Present,23.5,120,126,Carcass may be incorrectly labeled as u4315,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3916,2017-02-27,None,Present,27,125,132,Carcass may be incorrectly labeled as u4316,Lesion on stomach,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3917,2017-02-27,None,Present,11.9,100,106,Carcass may be incorrectly labeled as u4317,Flabellifera in bag,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3918,2017-02-27,None,Present,20.9,120,127,Carcass may be incorrectly labeled as u4318,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3919,2017-02-27,CWT,Absent,28.4,134,141,Carcass may be incorrectly labeled as u4319,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3920,2017-02-27,None,Present,18.2,115,122,"Heart accidentally put in b1 (retrieved), but touched sample from u4319. brain slightly thawed. carcass may be incorrectly labeled as u4320",NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3921,2017-02-27,None,Present,33.1,139,146,Carcass may be incorrectly labeled as u4321,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3693,2017-02-28,None,Present,13.2,109,114,Only 1 oto,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3694,2017-02-28,None,Present,12.4,105,110,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3695,2017-02-28,None,Present,12.7,107,113,Gill from u3696 touched inside of gill microtube,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3696,2017-02-28,None,Present,12.7,107,112,Gill touched inside of f2 capsule,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3697,2017-02-28,None,Present,9.2,95,101,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3698,2017-02-28,None,Present,8.8,95,99,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3699,2017-02-28,None,Present,9.1,96,100,Outside scalpel touched heart,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3700,2017-02-28,None,Present,10.3,98,103,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3857,2017-03-07,None,Present,10.3,102,107,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3858,2017-03-07,None,Present,7.8,87,91,Heart touched outside of fish.,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3859,2017-03-07,None,Present,7.9,92,97,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3860,2017-03-07,None,Present,10.8,104,109,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3861,2017-03-07,None,Present,8.5,93,97,Fish fell on floor!,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3862,2017-03-07,None,Present,7.1,89,93,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3863,2017-03-07,None,Present,8,92,96,NA,Pale spots on heart.,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3864,2017-03-07,None,Present,8.7,98,102,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3922,2017-03-07,None,Present,27.5,130,137,NA,3 nematodes on/around intestine,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3923,2017-03-07,None,Present,26.5,125,132,NA,Large spleen,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3924,2017-03-07,None,Present,35.7,141,148,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3925,2017-03-07,None,Present,30.1,136,142,NA,Nematode buried underneath skin into side of stomach,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3926,2017-03-07,None,Present,28.4,130,135,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3927,2017-03-07,None,Present,40.7,145,152,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3868,2017-03-08,None,Present,8.8,94,98,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3869,2017-03-08,None,Present,11.9,108,113,NA,"Rocinela propodialis present on gills, under operculum.",CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3870,2017-03-08,None,Present,11.4,105,110,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3871,2017-03-08,None,Present,11.2,105,111,DNA sample is kindey.,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3872,2017-03-08,None,Present,15.5,117,122,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3873,2017-03-08,None,Present,13.3,108,114,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3874,2017-03-08,None,Present,11.6,112,117,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3928,2017-03-08,None,Present,39.8,141,149,NA,Nematode on pyloric caeca,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3929,2017-03-08,None,Present,32.8,137,144,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3930,2017-03-08,None,Present,22.9,122,129,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3931,2017-03-08,None,Present,23.7,122,129,Heart touched by sample from u3932,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3932,2017-03-08,None,Present,32.1,137,144,Heart touched samle from u3931; fa & iso samples slightly thawed,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3933,2017-03-08,None,Present,21.9,124,131,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3934,2017-03-08,None,Present,42,141,148,NA,Nematodes on spleen & liver,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3935,2017-03-08,None,Present,21.9,121,127,NA,Nematodes on pyloric caeca,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3936,2017-03-08,None,Present,19.9,119,126,NA,NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3937,2017-03-08,None,Present,23.2,123,130,Brain touched cool rack. date on tag doesnt match group tag (likely 2016/06/01),NA,JG,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3875,2017-03-09,None,Present,14.9,111,116,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3876,2017-03-09,None,Present,1.6,54,57,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
U3877,2017-03-09,None,Present,9.8,100,106,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3878,2017-03-09,None,Present,12.7,108,112,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3879,2017-03-09,None,Present,11.5,106,110,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,NA
U3880,2017-03-09,None,Present,12.5,107,112,NA,NA,CVJ,full_1,NA,lab_motiles,Technicianmr,NA,1: Fork length generated with species-specific linear regression model (2019-02-01 JG)
