ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab
U1728,2017-10-16,None,Present,11.1,,117,Enumerated for sea lice 2016-09-07 cvj. qa/qc bj,NA,KDB,full2,NA,lab_motiles
U1730,2017-10-16,None,Present,10.9,,111,Enumerated for sea lice 2016-09-07 cvj. qa/qc bj,NA,KDB,full2,NA,lab_motiles
U1871,2017-10-17,None,Present,10.8,,107,Sea-lice enumeration only 2016-09-21 by bj. qc by cj. heart fell on table,NA,JG,full2,NA,lab_motiles
U1872,2017-10-17,None,Present,11.4,,107,Sea-lice enumeration only 2016-09-21 by bj. qc by cj,NA,JG,full2,NA,lab_motiles
U1873,2017-10-17,None,Present,9.9,,100,Sea-lice enumeration only 2016-09-21 by bj. qc by cj,NA,JG,full2,NA,lab_motiles
U1874,2017-10-17,None,Present,8.2,,97,Sea-lice enumeration only 2016-09-21 by bj. qc by cj,NA,JG,full2,NA,lab_motiles
U1881,2017-10-17,None,Present,14,,122,Sea-lice enumeration only 2016-09-21 by cj. qc by bj,NA,JG,full2,NA,lab_motiles
U1882,2017-10-17,None,Present,6.6,,94,Sea-lice enumeration only 2016-09-21 by cj. qc by bj,NA,JG,full2,NA,lab_motiles
U1884,2017-10-17,None,Present,8.9,,102,Sea-lice enumeration only 2016-09-21 by cj. qc by bj,NA,JG,full2,NA,lab_motiles
U1885,2017-10-17,None,Present,8.9,,105,Sea-lice enumeration only 2016-09-21 by cj. qc by bj. brain fell on coolrack,NA,JG,full2,NA,lab_motiles
U1726,2017-10-17,None,Present,10.8,,103,Enumerated for sea lice 2016-09-07 by cvj (qa/qc by bj),NA,KDB,full2,NA,lab_motiles
U1729,2017-10-17,None,Present,11,,115,Enumerated for sea lice 2016-09-07 by cvj (qa/qc by bj),NA,KDB,full2,NA,lab_motiles
U2191,2017-10-17,None,Present,13.6,,126,Sea lice enumeration 2016-10-16 by cvj (qa/qc by bmm),NA,KDB,full2,NA,lab_motiles
U2192,2017-10-17,None,Present,10,,98,Sea lice enumeration 2016-10-16 by cvj (qa/qc by bmm),NA,KDB,full2,NA,lab_motiles
U2193,2017-10-17,None,Present,9.3,,98,Sea lice enumeration 2016-10-16 by cvj (qa/qc by bmm). fork length estimated.,Back half of fish has lots of missing scales and can see muslce tissue through skin,KDB,full2,NA,lab_motiles
U2198,2017-10-17,None,Present,13.7,,108,Sea lice enumeration 2016-10-16 by cvj (qa/qc by bmm),NA,KDB,full2,NA,lab_motiles
U2199,2017-10-17,None,Present,8.9,,100,Sea lice enumeration 2016-10-16 by cvj (qa/qc by bmm). fork length estimated.,Almost all scales are missing on both sides,KDB,full2,NA,lab_motiles
U2200,2017-10-17,None,Present,10.8,,104,Sea lice enumeration 2016-10-16 by cvj (qa/qc by bmm),NA,KDB,full2,NA,lab_motiles
U2194,2017-10-17,None,Present,18.2,,136,Sea lice enumeration 2016/10/16 by cvj,NA,MF,full2,NA,lab_motiles
U2195,2017-10-17,None,Present,11.5,,114,Sea lice enumeration 2016/10/16 by cvj,NA,MF,full2,NA,lab_motiles
U2196,2017-10-17,None,Present,10.3,,101,Sea lice enumeration 2016/10/16 by cvj,NA,MF,full2,NA,lab_motiles
U2197,2017-10-17,None,Present,15.2,,112,Sea lice enumeration 2016/10/16 by cvj,NA,MF,full2,NA,lab_motiles
U1875,2017-10-18,None,Present,10.7,,104,Sea-lice enumeration only 2016-09-21 by bj. qc by cj,NA,JG,full2,NA,lab_motiles
U1883,2017-10-18,None,Present,7.8,,98,Sea-lice enumeration only 2016-09-21 by cj. qc by bj,NA,KDB,full2,NA,lab_motiles
U4800,2017-10-18,None,Present,8.1,,95,NA,flabellifera on left side in parasite box 1-12,KDB,full2,lab_motiles_cryo,lab_motiles
U4801,2017-10-18,None,Present,9.9,,102,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4802,2017-10-18,None,Present,10.1,,106,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4776,2017-10-20,None,Present,11.3,,106,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4777,2017-10-20,None,Present,8.7,,102,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4778,2017-10-20,None,Present,7.9,,96,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4779,2017-10-20,None,Present,8.4,,97,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4780,2017-10-20,None,Present,19,,128,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4781,2017-10-20,None,Present,9.5,,103,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4782,2017-10-20,None,Present,15.3,,117,NA,Pale liver. Nematode parasite on stomach.,CVJ,full2,lab_motiles_cryo,lab_motiles
U4783,2017-10-20,None,Present,19.7,,129,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4728,2017-10-20,None,Present,8.8,,97,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4729,2017-10-20,None,Present,20.1,,130,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4730,2017-10-20,None,Present,17.8,,122,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4824,2017-10-23,None,Present,15.8,,116,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4825,2017-10-23,None,Present,8,,93,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4826,2017-10-23,None,Present,3.7,,72,no good scales to take,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4827,2017-10-23,None,Present,3.5,,73,no otos taken,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4784,2017-10-23,None,Present,19.3,,124,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4785,2017-10-23,None,Present,16,,125,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4786,2017-10-23,None,Present,16.1,,122,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4787,2017-10-23,None,Present,16.7,,119,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4788,2017-10-23,None,Present,14.5,,112,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4789,2017-10-23,None,Present,12.3,,111,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4790,2017-10-23,None,Present,18.3,,125,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4791,2017-10-23,None,Present,17.8,,124,NA,Lesions on right flank. Scratch like.,CVJ,full2,lab_motiles_cryo,lab_motiles
U4792,2017-10-23,None,Present,16.7,,123,NA,Black seed like object found in between the liver and the stomach!,CVJ,full2,lab_motiles_cryo,lab_motiles
U4793,2017-10-23,None,Present,4.7,,77,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4731,2017-10-23,None,Present,17.1,,120,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4732,2017-10-23,None,Present,20,,127,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4733,2017-10-23,None,Present,17.5,,121,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4734,2017-10-23,None,Present,14.2,,115,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4735,2017-10-23,None,Present,12.9,,107,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4736,2017-10-23,None,Present,18.4,,123,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4737,2017-10-23,None,Present,5.8,,84,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4738,2017-10-23,None,Present,6.5,,85,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4739,2017-10-23,None,Present,7.6,,93,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4740,2017-10-23,None,Present,5.3,,80,NA,White worm in body cavity,JG,full2,lab_motiles_cryo,lab_motiles
U4803,2017-10-23,None,Present,20.1,,127,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4804,2017-10-23,None,Present,16.6,,125,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4805,2017-10-23,None,Present,18.2,,124,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4806,2017-10-23,None,Present,18.3,,127,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4807,2017-10-23,None,Present,14.9,,118,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4808,2017-10-23,None,Present,15.3,,113,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4809,2017-10-23,None,Present,12,,105,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4810,2017-10-23,None,Present,8.9,,100,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4811,2017-10-23,None,Present,5.2,,84,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4752,2017-10-23,None,Present,15.7,,119,NA,NA,MF,full2,lab_motiles_cryo,lab_motiles
U4753,2017-10-23,None,Present,20.4,,130,NA,NA,MF,full2,lab_motiles_cryo,lab_motiles
U4754,2017-10-23,None,Present,15,,115,NA,NA,MF,full2,lab_motiles_cryo,lab_motiles
U4755,2017-10-23,None,Present,16.4,,119,NA,NA,MF,full2,lab_motiles_cryo,lab_motiles
U4812,2017-10-24,None,Present,3.8,,69,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4813,2017-10-24,None,Present,4.9,,80,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4814,2017-10-24,None,Present,4,,75,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4815,2017-10-24,None,Present,6,,84,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4816,2017-10-24,None,Present,10.1,,101,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4817,2017-10-24,None,Present,6.8,,89,NA,leison at base of tail on right side and lots of scales missig on left along back half of fish,KDB,full2,lab_motiles_cryo,lab_motiles
U4818,2017-10-24,None,Present,5.7,,80,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4819,2017-10-24,None,Present,5.9,,81,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4741,2017-10-25,None,Present,5.7,,86,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4742,2017-10-25,None,Present,9.9,,108,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4743,2017-10-25,None,Present,11.7,,109,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4744,2017-10-25,None,Present,9.2,,104,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4745,2017-10-25,None,Present,11.7,,105,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4746,2017-10-25,None,Present,10.8,,105,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4747,2017-10-25,None,Present,16.4,,122,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4748,2017-10-25,None,Present,10.4,,104,NA,Lesion (pred scar?) on left side between dorsal fin & lateral line,JG,full2,lab_motiles_cryo,lab_motiles
U4749,2017-10-25,None,Present,14.7,,113,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4820,2017-10-25,None,Present,10.6,,104,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4821,2017-10-25,None,Present,11.3,,106,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4822,2017-10-25,None,Present,10.5,,109,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4823,2017-10-25,None,Present,7.8,,98,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4848,2017-10-25,None,Present,8.4,,98,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4849,2017-10-25,None,Present,10.2,,101,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4850,2017-10-25,None,Present,14,,113,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4851,2017-10-25,None,Present,19.1,,118,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4852,2017-10-25,None,Present,11.1,,109,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4853,2017-10-26,None,Present,12.6,,112,NA,liver had a large pale/greenish spot on it,KDB,full2,lab_motiles_cryo,lab_motiles
U4854,2017-10-26,None,Present,17,,118,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4855,2017-10-26,None,Present,15.3,,115,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4856,2017-10-26,None,Present,18.8,,116,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4857,2017-10-26,None,Present,15.8,,117,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4858,2017-10-26,None,Present,14.3,,114,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4859,2017-10-26,None,Present,NA,,121,forgot to take weight,NA,KDB,irregular,lab_motiles_cryo,lab_motiles
U4860,2017-10-26,None,Present,15.5,,114,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4861,2017-10-26,None,Present,13.4,,113,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4828,2017-10-27,None,Present,9.2,,104,NA,NA,BJ,no80,NA,lab_motiles
U4829,2017-10-27,None,Present,10.3,,107,NA,NA,BJ,no80,NA,lab_motiles
U4830,2017-10-27,None,Present,13,,112,NA,NA,BJ,no80,NA,lab_motiles
U4831,2017-10-27,None,Present,9.1,,99,NA,NA,BJ,no80,NA,lab_motiles
U4704,2017-10-27,None,Present,7.4,,97,NA,NA,JG,no80,NA,lab_motiles
U4705,2017-10-27,None,Present,7.7,,95,NA,NA,JG,no80,NA,lab_motiles
U4706,2017-10-27,None,Present,7.4,,94,NA,NA,JG,no80,NA,lab_motiles
U4707,2017-10-27,None,Present,15.9,,117,NA,NA,JG,no80,NA,lab_motiles
U4708,2017-10-27,None,Present,11,,106,NA,NA,JG,no80,NA,lab_motiles
U4709,2017-10-27,None,Present,11.5,,109,NA,NA,JG,no80,NA,lab_motiles
U4750,2017-10-27,None,Present,20,,127,NA,NA,JG,no80,NA,lab_motiles
U4751,2017-10-27,None,Present,11.3,,108,NA,NA,JG,no80,NA,lab_motiles
U4862,2017-10-27,None,Present,11.1,,108,NA,NA,KDB,no80,NA,lab_motiles
U4863,2017-10-27,None,Present,16.2,,124,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4864,2017-10-27,None,Present,10.4,,105,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4865,2017-10-27,None,Present,11.1,,109,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4866,2017-10-27,None,Present,NA,,108,forgot to weigh,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4867,2017-10-27,None,Present,12.5,,100,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4868,2017-10-27,None,Present,10.5,,102,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4869,2017-10-27,None,Present,9.3,,103,NA,hemorrag on left gill,KDB,full2,lab_motiles_cryo,lab_motiles
U4757,2017-10-28,None,Present,12.2,,107,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4794,2017-10-28,None,Present,9.8,,100,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4795,2017-10-28,None,Present,11.2,,109,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4796,2017-10-28,None,Present,10.6,,103,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4797,2017-10-28,None,Present,10.5,,106,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4798,2017-10-28,None,Present,9.6,,104,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4799,2017-10-28,None,Present,11.4,,110,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4870,2017-10-28,None,Present,11.8,,112,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4871,2017-10-28,None,Present,9.5,,102,NA,Large white spot on liver,KDB,full2,lab_motiles_cryo,lab_motiles
U4758,2017-10-29,None,Present,10,,100,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4759,2017-10-29,None,Present,9.5,,100,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4760,2017-10-29,None,Present,10.6,,105,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4710,2017-10-30,None,Present,12.8,,113,NA,NA,JG,no80,NA,lab_motiles
U4711,2017-10-30,None,Present,16.3,,123,NA,NA,JG,no80,NA,lab_motiles
U4712,2017-10-30,None,Present,13.8,,116,NA,NA,JG,no80,NA,lab_motiles
U4713,2017-10-30,None,Present,14.3,,120,NA,NA,JG,no80,NA,lab_motiles
U4714,2017-10-30,None,Present,10.2,,105,NA,NA,JG,no80,NA,lab_motiles
U4715,2017-10-30,None,Present,10.2,,106,NA,NA,JG,no80,NA,lab_motiles
U4716,2017-10-30,None,Present,33.7,,143,NA,NA,JG,no80,NA,lab_motiles
U4717,2017-10-30,None,Present,10.4,,102,NA,NA,JG,no80,NA,lab_motiles
U4718,2017-10-30,None,Present,10.6,,107,NA,NA,JG,no80,NA,lab_motiles
U4719,2017-10-30,None,Present,13.5,,113,NA,NA,JG,no80,NA,lab_motiles
U4875,2017-10-30,None,Present,9.9,,104,NA,NA,JG,no80,NA,lab_motiles
U4876,2017-10-30,None,Present,12.1,,107,NA,NA,JG,no80,NA,lab_motiles
U4877,2017-10-30,None,Present,11.1,,107,NA,NA,JG,no80,NA,lab_motiles
U4878,2017-10-30,None,Present,18.8,,126,NA,NA,JG,no80,NA,lab_motiles
U4879,2017-10-30,None,Present,23.5,,132,NA,NA,JG,no80,NA,lab_motiles
U4720,2017-10-30,None,Present,12.2,,109,NA,NA,KDB,no80,NA,lab_motiles
U4721,2017-10-30,None,Present,11.6,,108,NA,NA,KDB,no80,NA,lab_motiles
U4722,2017-10-30,None,Present,11.7,,105,NA,NA,KDB,no80,NA,lab_motiles
U4723,2017-10-30,None,Present,13.7,,112,NA,NA,KDB,no80,NA,lab_motiles
U4724,2017-10-30,None,Present,12.3,,106,NA,NA,KDB,no80,NA,lab_motiles
U4725,2017-10-30,None,Present,11.2,,105,NA,NA,KDB,no80,NA,lab_motiles
U4726,2017-10-30,None,Present,10.2,,105,NA,NA,KDB,no80,NA,lab_motiles
U4727,2017-10-30,None,Present,10.1,,100,NA,NA,KDB,no80,NA,lab_motiles
U4834,2017-10-30,None,Present,8.5,,100,NA,NA,KDB,no80,NA,lab_motiles
U4835,2017-10-30,None,Present,10.7,,108,NA,NA,KDB,no80,NA,lab_motiles
U4836,2017-10-30,None,Present,13.4,,110,NA,NA,KDB,no80,NA,lab_motiles
U4837,2017-10-30,None,Present,10.9,,106,NA,NA,KDB,no80,NA,lab_motiles
U4838,2017-10-30,None,Present,9.6,,101,NA,NA,KDB,no80,NA,lab_motiles
U4839,2017-10-30,None,Present,9.2,,100,NA,NA,KDB,no80,NA,lab_motiles
U4840,2017-10-30,None,Present,20.3,,127,NA,NA,KDB,no80,NA,lab_motiles
U4756,2017-10-30,None,Present,11,,110,NA,NA,MF,no80,NA,lab_motiles
U4761,2017-10-30,None,Present,10.8,,105,NA,NA,MF,no80,NA,lab_motiles
U4872,2017-10-30,None,Present,12.6,,111,NA,NA,MF,no80,NA,lab_motiles
U4873,2017-10-30,None,Present,18.9,,124,NA,NA,MF,no80,NA,lab_motiles
U4874,2017-10-30,None,Present,9.7,,100,NA,NA,MF,no80,NA,lab_motiles
U4883,2017-10-31,None,Present,10.4,,105,NA,NA,CVJ,no80,NA,lab_motiles
U4884,2017-10-31,None,Present,21.5,,130,NA,NA,CVJ,no80,NA,lab_motiles
U4885,2017-10-31,None,Present,19.1,,123,NA,NA,CVJ,no80,NA,lab_motiles
U4886,2017-10-31,None,Present,13.6,,118,NA,NA,CVJ,no80,NA,lab_motiles
U4887,2017-10-31,None,Present,13.5,,113,NA,NA,CVJ,no80,NA,lab_motiles
U4888,2017-10-31,None,Present,12.5,,115,NA,NA,CVJ,no80,NA,lab_motiles
U4889,2017-10-31,None,Present,17,,120,NA,NA,CVJ,no80,NA,lab_motiles
U4890,2017-10-31,None,Present,16.1,,122,NA,NA,CVJ,no80,NA,lab_motiles
U4891,2017-10-31,None,Present,24,,136,NA,NA,CVJ,no80,NA,lab_motiles
U4841,2017-10-31,None,Present,18.9,,128,NA,NA,KDB,no80,NA,lab_motiles
U4842,2017-10-31,None,Present,8.9,,99,NA,NA,KDB,no80,NA,lab_motiles
U4843,2017-10-31,None,Present,12.7,,112,NA,NA,KDB,no80,NA,lab_motiles
U4844,2017-10-31,None,Present,9,,104,NA,NA,KDB,no80,NA,lab_motiles
U4845,2017-10-31,None,Present,7.6,,93,NA,NA,KDB,no80,NA,lab_motiles
U4846,2017-10-31,None,Present,8.3,,98,NA,NA,KDB,no80,NA,lab_motiles
U4847,2017-10-31,None,Present,21.3,,133,NA,NA,KDB,no80,NA,lab_motiles
U4880,2017-10-31,None,Present,14.9,,120,NA,NA,KDB,no80,NA,lab_motiles
U4881,2017-10-31,None,Present,10.1,,110,NA,NA,KDB,no80,NA,lab_motiles
U3908,2017-11-01,None,Present,13.7,,113,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U3909,2017-11-01,None,Present,12.2,,110,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U3850,2017-11-01,None,Present,12.2,,111,NA,NA,KB (MF),full2,lab_motiles_cryo,lab_motiles
U3851,2017-11-01,None,Present,17.9,,118,NA,NA,KB (MF),full2,lab_motiles_cryo,lab_motiles
U4882,2017-11-01,None,Present,11.8,,109,NA,NA,KDB,no80,NA,lab_motiles
U4892,2017-11-01,None,Present,16.6,,121,NA,NA,KDB,no80,NA,lab_motiles
U4893,2017-11-01,None,Present,13.9,,114,NA,NA,KDB,no80,NA,lab_motiles
U4894,2017-11-01,None,Present,12.4,,111,NA,NA,KDB,no80,NA,lab_motiles
U4901,2017-11-02,None,Present,14.8,,113,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4902,2017-11-02,None,Present,17.2,,120,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4903,2017-11-02,None,Present,4.9,,82,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4904,2017-11-02,None,Present,7.1,,89,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4905,2017-11-02,None,Present,6.8,,91,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4906,2017-11-02,None,Present,5.2,,80,fish had no scales,fish had no scales,BJ,full2,lab_motiles_cryo,lab_motiles
U3892,2017-11-02,None,Present,15.9,,117,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U3893,2017-11-02,None,Present,15.5,,118,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U3894,2017-11-02,None,Present,18.9,,126,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U3895,2017-11-02,None,Present,16.6,,125,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U3896,2017-11-02,None,Present,NA,,112,forgot to weigh,Lep scars.,CVJ,full2,lab_motiles_cryo,lab_motiles
U3897,2017-11-02,None,Present,8.7,,106,NA,Rocinela propodialis,CVJ,full2,lab_motiles_cryo,lab_motiles
U3898,2017-11-02,None,Present,3.9,,79,No scales or otoliths taken,No scales (too small). No otoliths found.,CVJ,full2,lab_motiles_cryo,lab_motiles
U3899,2017-11-03,None,Present,14,,118,NA,Lesions and scars behind vent on tail. Heart pale with redness around the perimeter of ventricle.,CVJ,full2,lab_motiles_cryo,lab_motiles
U3900,2017-11-03,None,Present,8.8,,104,NA,Rocinela propodialis present undermeath gills on bottom of head. Lep. scars. Gills blotchy.,CVJ,full2,lab_motiles_cryo,lab_motiles
U3901,2017-11-03,None,Present,7.9,,99,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U3910,2017-11-03,None,Present,10.7,,107,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U3911,2017-11-03,None,Present,12.9,,111,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U3912,2017-11-03,None,Present,12.8,,113,No scales taken.,Pale liver. No scales present.,JG,full2,lab_motiles_cryo,lab_motiles
U3913,2017-11-03,None,Present,14,,116,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U4908,2017-11-03,None,Present,14.2,,109,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U3902,2017-11-06,None,Present,10.8,,104,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U3904,2017-11-06,None,Present,12.5,,111,No otoliths taken,No otoliths found,CVJ,full2,lab_motiles_cryo,lab_motiles
U3906,2017-11-06,None,Present,13.2,,103,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U3907,2017-11-06,None,Present,8.9,,103,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4027,2017-11-06,None,Present,21.3,,127,NA,Fish had a fairly thick fat layer at vetral incision.,CVJ,full2,lab_motiles_cryo,lab_motiles
U4028,2017-11-06,None,Present,19.2,,126,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4029,2017-11-06,None,Present,17.7,,122,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U3849,2017-11-06,None,Present,14.2,,112,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4909,2017-11-06,None,Present,11.9,,102,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4911,2017-11-06,None,Present,10.6,,105,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4912,2017-11-06,None,Present,9.5,,97,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4913,2017-11-06,None,Present,11.4,,104,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U4914,2017-11-06,None,Present,11.3,,106,NA,NA,KDB,full2,lab_motiles_cryo,lab_motiles
U3903,2017-11-06,None,Present,14.1,,118,NA,NA,MF,full2,lab_motiles_cryo,lab_motiles
U3905,2017-11-06,None,Present,16.8,,123,NA,NA,MF,full2,lab_motiles_cryo,lab_motiles
U4910,2017-11-06,None,Present,11.4,,111,NA,NA,MF,full2,lab_motiles_cryo,lab_motiles
U4037,2017-11-07,None,Present,15.5,,113,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4038,2017-11-07,None,Present,16.1,,119,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4039,2017-11-07,None,Present,17.3,,119,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4040,2017-11-07,None,Present,10.6,,102,NA,NA,BJ,full2,lab_motiles_cryo,lab_motiles
U4030,2017-11-07,None,Present,13,,111,NA,"Lesions or pred scars on tail, both sides.",CVJ,full2,lab_motiles_cryo,lab_motiles
U4031,2017-11-07,None,Present,20,,123,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4032,2017-11-07,None,Present,12.7,,110,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4033,2017-11-07,None,Present,14.4,,111,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4034,2017-11-07,None,Present,14.3,,112,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U4035,2017-11-07,None,Present,15.1,,113,NA,NA,CVJ,full2,lab_motiles_cryo,lab_motiles
U3731,2017-11-07,None,Present,14.7,,116,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U3732,2017-11-07,None,Present,16.8,,117,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U3733,2017-11-07,None,Present,16.7,,121,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
U3734,2017-11-07,None,Present,14.9,,116,NA,NA,JG,full2,lab_motiles_cryo,lab_motiles
