sample_id,sample_type,sample_subtype,ufn,sample_comments,analyzing_lab
U1120RS1,RNA_pathogens,spleen,U1120,NA,NA
U1121RS1,RNA_pathogens,spleen,U1121,NA,NA
U1122RS1,RNA_pathogens,spleen,U1122,NA,NA
U1123RS1,RNA_pathogens,spleen,U1123,NA,NA
U1124RS1,RNA_pathogens,spleen,U1124,NA,NA
U1125RS1,RNA_pathogens,spleen,U1125,NA,NA
U1126RS1,RNA_pathogens,spleen,U1126,NA,NA
U1127RS1,RNA_pathogens,spleen,U1127,NA,NA
U1128RS1,RNA_pathogens,spleen,U1128,NA,NA
U1129RS1,RNA_pathogens,spleen,U1129,NA,NA
U1130RS1,RNA_pathogens,spleen,U1130,NA,NA
U1131RS1,RNA_pathogens,spleen,U1131,NA,NA
U1132RS1,RNA_pathogens,spleen,U1132,NA,NA
U1133RS1,RNA_pathogens,spleen,U1133,NA,NA
U1134RS1,RNA_pathogens,spleen,U1134,NA,NA
U1135RS1,RNA_pathogens,spleen,U1135,NA,NA
U1136RS1,RNA_pathogens,spleen,U1136,NA,NA
U1137RS1,RNA_pathogens,spleen,U1137,NA,NA
U1138RS1,RNA_pathogens,spleen,U1138,NA,NA
U1139RS1,RNA_pathogens,spleen,U1139,NA,NA
U1140RS1,RNA_pathogens,spleen,U1140,NA,NA
U1141RS1,RNA_pathogens,spleen,U1141,NA,NA
U1142RS1,RNA_pathogens,spleen,U1142,NA,NA
U1143RS1,RNA_pathogens,spleen,U1143,NA,NA
U1144RS1,RNA_pathogens,spleen,U1144,NA,NA
U1145RS1,RNA_pathogens,spleen,U1145,NA,NA
U1146RS1,RNA_pathogens,spleen,U1146,NA,NA
U1147RS1,RNA_pathogens,spleen,U1147,NA,NA
U1148RS1,RNA_pathogens,spleen,U1148,NA,NA
U1149RS1,RNA_pathogens,spleen,U1149,NA,NA
U1150RS1,RNA_pathogens,spleen,U1150,NA,NA
U1151RS1,RNA_pathogens,spleen,U1151,NA,NA
U1152RS1,RNA_pathogens,spleen,U1152,NA,NA
U1153RS1,RNA_pathogens,spleen,U1153,NA,NA
U1154RS1,RNA_pathogens,spleen,U1154,NA,NA
U1155RS1,RNA_pathogens,spleen,U1155,NA,NA
U1156RS1,RNA_pathogens,spleen,U1156,NA,NA
U1157RS1,RNA_pathogens,spleen,U1157,NA,NA
U1158RS1,RNA_pathogens,spleen,U1158,NA,NA
U1159RS1,RNA_pathogens,spleen,U1159,NA,NA
U1160RS1,RNA_pathogens,spleen,U1160,NA,NA
U1161RS1,RNA_pathogens,spleen,U1161,NA,NA
U1162RS1,RNA_pathogens,spleen,U1162,NA,NA
U1163RS1,RNA_pathogens,spleen,U1163,NA,NA
U1164RS1,RNA_pathogens,spleen,U1164,NA,NA
U1165RS1,RNA_pathogens,spleen,U1165,NA,NA
U1166RS1,RNA_pathogens,spleen,U1166,NA,NA
U1167RS1,RNA_pathogens,spleen,U1167,NA,NA
U1168RS1,RNA_pathogens,spleen,U1168,NA,NA
U1169RS1,RNA_pathogens,spleen,U1169,NA,NA
U1170RS1,RNA_pathogens,spleen,U1170,NA,NA
U1171RS1,RNA_pathogens,spleen,U1171,NA,NA
U1172RS1,RNA_pathogens,spleen,U1172,NA,NA
U1173RS1,RNA_pathogens,spleen,U1173,NA,NA
U1174RS1,RNA_pathogens,spleen,U1174,NA,NA
U1175RS1,RNA_pathogens,spleen,U1175,NA,NA
U1176RS1,RNA_pathogens,spleen,U1176,NA,NA
U1177RS1,RNA_pathogens,spleen,U1177,NA,NA
U1178RS1,RNA_pathogens,spleen,U1178,NA,NA
U1179RS1,RNA_pathogens,spleen,U1179,NA,NA
U1180RS1,RNA_pathogens,spleen,U1180,NA,NA
U1181RS1,RNA_pathogens,spleen,U1181,NA,NA
U1182RS1,RNA_pathogens,spleen,U1182,NA,NA
U1183RS1,RNA_pathogens,spleen,U1183,NA,NA
U1184RS1,RNA_pathogens,spleen,U1184,NA,NA
U1185RS1,RNA_pathogens,spleen,U1185,NA,NA
U1186RS1,RNA_pathogens,spleen,U1186,NA,NA
U1187RS1,RNA_pathogens,spleen,U1187,NA,NA
U1189RS1,RNA_pathogens,spleen,U1189,NA,NA
U1190RS1,RNA_pathogens,spleen,U1190,NA,NA
U1191RS1,RNA_pathogens,spleen,U1191,NA,NA
U1192RS1,RNA_pathogens,spleen,U1192,NA,NA
U1193RS1,RNA_pathogens,spleen,U1193,NA,NA
U1194RS1,RNA_pathogens,spleen,U1194,NA,NA
U1195RS1,RNA_pathogens,spleen,U1195,NA,NA
U1196RS1,RNA_pathogens,spleen,U1196,NA,NA
U1197RS1,RNA_pathogens,spleen,U1197,NA,NA
U1198RS1,RNA_pathogens,spleen,U1198,NA,NA
U1199RS1,RNA_pathogens,spleen,U1199,NA,NA
U1200RS1,RNA_pathogens,spleen,U1200,NA,NA
U1201RS1,RNA_pathogens,spleen,U1201,NA,NA
U1202RS1,RNA_pathogens,spleen,U1202,NA,NA
U1203RS1,RNA_pathogens,spleen,U1203,NA,NA
U1204RS1,RNA_pathogens,spleen,U1204,NA,NA
U1205RS1,RNA_pathogens,spleen,U1205,NA,NA
U1206RS1,RNA_pathogens,spleen,U1206,NA,NA
U1207RS1,RNA_pathogens,spleen,U1207,NA,NA
U1208RS1,RNA_pathogens,spleen,U1208,NA,NA
U1209RS1,RNA_pathogens,spleen,U1209,NA,NA
U1210RS1,RNA_pathogens,spleen,U1210,NA,NA
U1211RS1,RNA_pathogens,spleen,U1211,NA,NA
U1212RS1,RNA_pathogens,spleen,U1212,NA,NA
U1213RS1,RNA_pathogens,spleen,U1213,NA,NA
U1214RS1,RNA_pathogens,spleen,U1214,NA,NA
U1215RS1,RNA_pathogens,spleen,U1215,NA,NA
U1216RS1,RNA_pathogens,spleen,U1216,NA,NA
U1217RS1,RNA_pathogens,spleen,U1217,NA,NA
U1218RS1,RNA_pathogens,spleen,U1218,NA,NA
U1219RS1,RNA_pathogens,spleen,U1219,NA,NA
U1220RS1,RNA_pathogens,spleen,U1220,NA,NA
U1221RS1,RNA_pathogens,spleen,U1221,NA,NA
U1222RS1,RNA_pathogens,spleen,U1222,NA,NA
U1223RS1,RNA_pathogens,spleen,U1223,NA,NA
U1224RS1,RNA_pathogens,spleen,U1224,NA,NA
U1225RS1,RNA_pathogens,spleen,U1225,NA,NA
U1226RS1,RNA_pathogens,spleen,U1226,NA,NA
U1227RS1,RNA_pathogens,spleen,U1227,NA,NA
U1228RS1,RNA_pathogens,spleen,U1228,NA,NA
U1229RS1,RNA_pathogens,spleen,U1229,NA,NA
U1230RS1,RNA_pathogens,spleen,U1230,NA,NA
U1231RS1,RNA_pathogens,spleen,U1231,NA,NA
U1232RS1,RNA_pathogens,spleen,U1232,NA,NA
U1233RS1,RNA_pathogens,spleen,U1233,NA,NA
U1234RS1,RNA_pathogens,spleen,U1234,NA,NA
U1235RS1,RNA_pathogens,spleen,U1235,NA,NA
U1236RS1,RNA_pathogens,spleen,U1236,NA,NA
U1237RS1,RNA_pathogens,spleen,U1237,NA,NA
U1238RS1,RNA_pathogens,spleen,U1238,NA,NA
U1239RS1,RNA_pathogens,spleen,U1239,NA,NA
U1240RS1,RNA_pathogens,spleen,U1240,NA,NA
U1241RS1,RNA_pathogens,spleen,U1241,NA,NA
U1242RS1,RNA_pathogens,spleen,U1242,NA,NA
U1243RS1,RNA_pathogens,spleen,U1243,NA,NA
U1244RS1,RNA_pathogens,spleen,U1244,NA,NA
U1245RS1,RNA_pathogens,spleen,U1245,NA,NA
U1246RS1,RNA_pathogens,spleen,U1246,NA,NA
U1247RS1,RNA_pathogens,spleen,U1247,NA,NA
U1248RS1,RNA_pathogens,spleen,U1248,NA,NA
U1249RS1,RNA_pathogens,spleen,U1249,NA,NA
U1250RS1,RNA_pathogens,spleen,U1250,NA,NA
U1251RS1,RNA_pathogens,spleen,U1251,NA,NA
U1252RS1,RNA_pathogens,spleen,U1252,NA,NA
U1253RS1,RNA_pathogens,spleen,U1253,NA,NA
U1254RS1,RNA_pathogens,spleen,U1254,NA,NA
U1255RS1,RNA_pathogens,spleen,U1255,NA,NA
U1256RS1,RNA_pathogens,spleen,U1256,NA,NA
U1257RS1,RNA_pathogens,spleen,U1257,NA,NA
U1258RS1,RNA_pathogens,spleen,U1258,NA,NA
U1259RS1,RNA_pathogens,spleen,U1259,NA,NA
U1260RS1,RNA_pathogens,spleen,U1260,NA,NA
U1261RS1,RNA_pathogens,spleen,U1261,NA,NA
U1262RS1,RNA_pathogens,spleen,U1262,NA,NA
U1263RS1,RNA_pathogens,spleen,U1263,NA,NA
U1264RS1,RNA_pathogens,spleen,U1264,NA,NA
U1265RS1,RNA_pathogens,spleen,U1265,NA,NA
U1266RS1,RNA_pathogens,spleen,U1266,NA,NA
U1267RS1,RNA_pathogens,spleen,U1267,NA,NA
U1268RS1,RNA_pathogens,spleen,U1268,NA,NA
U1269RS1,RNA_pathogens,spleen,U1269,NA,NA
U1270RS1,RNA_pathogens,spleen,U1270,NA,NA
U1271RS1,RNA_pathogens,spleen,U1271,NA,NA
U1272RS1,RNA_pathogens,spleen,U1272,NA,NA
U1273RS1,RNA_pathogens,spleen,U1273,NA,NA
U1274RS1,RNA_pathogens,spleen,U1274,NA,NA
U1275RS1,RNA_pathogens,spleen,U1275,NA,NA
U1276RS1,RNA_pathogens,spleen,U1276,NA,NA
U1277RS1,RNA_pathogens,spleen,U1277,NA,NA
U1278RS1,RNA_pathogens,spleen,U1278,NA,NA
U1279RS1,RNA_pathogens,spleen,U1279,NA,NA
U1280RS1,RNA_pathogens,spleen,U1280,NA,NA
U1281RS1,RNA_pathogens,spleen,U1281,NA,NA
U1282RS1,RNA_pathogens,spleen,U1282,NA,NA
U1283RS1,RNA_pathogens,spleen,U1283,Spleen fell on chamois,NA
U1284RS1,RNA_pathogens,spleen,U1284,NA,NA
U1285RS1,RNA_pathogens,spleen,U1285,NA,NA
U1286RS1,RNA_pathogens,spleen,U1286,NA,NA
U1287RS1,RNA_pathogens,spleen,U1287,NA,NA
U1288RS1,RNA_pathogens,spleen,U1288,NA,NA
U1289RS1,RNA_pathogens,spleen,U1289,NA,NA
U1290RS1,RNA_pathogens,spleen,U1290,NA,NA
U1291RS1,RNA_pathogens,spleen,U1291,NA,NA
U1292RS1,RNA_pathogens,spleen,U1292,NA,NA
U1293RS1,RNA_pathogens,spleen,U1293,NA,NA
U1294RS1,RNA_pathogens,spleen,U1294,NA,NA
U1295RS1,RNA_pathogens,spleen,U1295,NA,NA
U1296RS1,RNA_pathogens,spleen,U1296,NA,NA
U1297RS1,RNA_pathogens,spleen,U1297,NA,NA
U1298RS1,RNA_pathogens,spleen,U1298,NA,NA
U1299RS1,RNA_pathogens,spleen,U1299,NA,NA
U1300RS1,RNA_pathogens,spleen,U1300,NA,NA
U1301RS1,RNA_pathogens,spleen,U1301,NA,NA
U1302RS1,RNA_pathogens,spleen,U1302,NA,NA
U1303RS1,RNA_pathogens,spleen,U1303,NA,NA
U1304RS1,RNA_pathogens,spleen,U1304,NA,NA
U1305RS1,RNA_pathogens,spleen,U1305,NA,NA
U1306RS1,RNA_pathogens,spleen,U1306,NA,NA
U1307RS1,RNA_pathogens,spleen,U1307,NA,NA
U1308RS1,RNA_pathogens,spleen,U1308,NA,NA
U1309RS1,RNA_pathogens,spleen,U1309,NA,NA
U1310RS1,RNA_pathogens,spleen,U1310,NA,NA
U1311RS1,RNA_pathogens,spleen,U1311,NA,NA
U1312RS1,RNA_pathogens,spleen,U1312,NA,NA
U1313RS1,RNA_pathogens,spleen,U1313,NA,NA
U1314RS1,RNA_pathogens,spleen,U1314,NA,NA
U1315RS1,RNA_pathogens,spleen,U1315,NA,NA
U1316RS1,RNA_pathogens,spleen,U1316,NA,NA
U1317RS1,RNA_pathogens,spleen,U1317,NA,NA
U1318RS1,RNA_pathogens,spleen,U1318,NA,NA
U1319RS1,RNA_pathogens,spleen,U1319,NA,NA
U1320RS1,RNA_pathogens,spleen,U1320,NA,NA
U1321RS1,RNA_pathogens,spleen,U1321,NA,NA
U1322RS1,RNA_pathogens,spleen,U1322,NA,NA
U1323RS1,RNA_pathogens,spleen,U1323,NA,NA
U1324RS1,RNA_pathogens,spleen,U1324,NA,NA
U1325RS1,RNA_pathogens,spleen,U1325,NA,NA
U1326RS1,RNA_pathogens,spleen,U1326,NA,NA
U1327RS1,RNA_pathogens,spleen,U1327,NA,NA
U1328RS1,RNA_pathogens,spleen,U1328,NA,NA
U1329RS1,RNA_pathogens,spleen,U1329,NA,NA
U1330RS1,RNA_pathogens,spleen,U1330,NA,NA
U1331RS1,RNA_pathogens,spleen,U1331,NA,NA
U1332RS1,RNA_pathogens,spleen,U1332,NA,NA
U1333RS1,RNA_pathogens,spleen,U1333,NA,NA
U1334RS1,RNA_pathogens,spleen,U1334,NA,NA
U1335RS1,RNA_pathogens,spleen,U1335,NA,NA
U1336RS1,RNA_pathogens,spleen,U1336,NA,NA
U1337RS1,RNA_pathogens,spleen,U1337,NA,NA
U1338RS1,RNA_pathogens,spleen,U1338,NA,NA
U1339RS1,RNA_pathogens,spleen,U1339,NA,NA
U1340RS1,RNA_pathogens,spleen,U1340,NA,NA
U1341RS1,RNA_pathogens,spleen,U1341,NA,NA
U1342RS1,RNA_pathogens,spleen,U1342,NA,NA
U1343RS1,RNA_pathogens,spleen,U1343,NA,NA
U1345RS1,RNA_pathogens,spleen,U1345,NA,NA
U1346RS1,RNA_pathogens,spleen,U1346,NA,NA
U1347RS1,RNA_pathogens,spleen,U1347,NA,NA
U1348RS1,RNA_pathogens,spleen,U1348,NA,NA
U1349RS1,RNA_pathogens,spleen,U1349,NA,NA
U1350RS1,RNA_pathogens,spleen,U1350,NA,NA
U1351RS1,RNA_pathogens,spleen,U1351,NA,NA
U1352RS1,RNA_pathogens,spleen,U1352,NA,NA
U1353RS1,RNA_pathogens,spleen,U1353,NA,NA
U1354RS1,RNA_pathogens,spleen,U1354,NA,NA
U1355RS1,RNA_pathogens,spleen,U1355,NA,NA
U1356RS1,RNA_pathogens,spleen,U1356,NA,NA
U1357RS1,RNA_pathogens,spleen,U1357,NA,NA
U1358RS1,RNA_pathogens,spleen,U1358,NA,NA
U1360RS1,RNA_pathogens,spleen,U1360,NA,NA
U1361RS1,RNA_pathogens,spleen,U1361,NA,NA
U1362RS1,RNA_pathogens,spleen,U1362,NA,NA
U1363RS1,RNA_pathogens,spleen,U1363,NA,NA
U1364RS1,RNA_pathogens,spleen,U1364,NA,NA
U1365RS1,RNA_pathogens,spleen,U1365,NA,NA
U1366RS1,RNA_pathogens,spleen,U1366,NA,NA
U1367RS1,RNA_pathogens,spleen,U1367,NA,NA
U1368RS1,RNA_pathogens,spleen,U1368,NA,NA
U1369RS1,RNA_pathogens,spleen,U1369,NA,NA
U1370RS1,RNA_pathogens,spleen,U1370,NA,NA
U1371RS1,RNA_pathogens,spleen,U1371,NA,NA
U1372RS1,RNA_pathogens,spleen,U1372,NA,NA
U1373RS1,RNA_pathogens,spleen,U1373,NA,NA
U1374RS1,RNA_pathogens,spleen,U1374,NA,NA
U1375RS1,RNA_pathogens,spleen,U1375,NA,NA
U1376RS1,RNA_pathogens,spleen,U1376,NA,NA
U1381RS1,RNA_pathogens,spleen,U1381,NA,NA
U1382RS1,RNA_pathogens,spleen,U1382,NA,NA
U1383RS1,RNA_pathogens,spleen,U1383,NA,NA
U1384RS1,RNA_pathogens,spleen,U1384,NA,NA
U1385RS1,RNA_pathogens,spleen,U1385,NA,NA
U1386RS1,RNA_pathogens,spleen,U1386,NA,NA
U1387RS1,RNA_pathogens,spleen,U1387,NA,NA
U1388RS1,RNA_pathogens,spleen,U1388,NA,NA
U1389RS1,RNA_pathogens,spleen,U1389,NA,NA
U1390RS1,RNA_pathogens,spleen,U1390,NA,NA
U1391RS1,RNA_pathogens,spleen,U1391,NA,NA
U1392RS1,RNA_pathogens,spleen,U1392,NA,NA
U1393RS1,RNA_pathogens,spleen,U1393,NA,NA
U1394RS1,RNA_pathogens,spleen,U1394,NA,NA
U1395RS1,RNA_pathogens,spleen,U1395,NA,NA
U1396RS1,RNA_pathogens,spleen,U1396,NA,NA
U1397RS1,RNA_pathogens,spleen,U1397,NA,NA
U1398RS1,RNA_pathogens,spleen,U1398,NA,NA
U1399RS1,RNA_pathogens,spleen,U1399,NA,NA
U1400RS1,RNA_pathogens,spleen,U1400,NA,NA
U1401RS1,RNA_pathogens,spleen,U1401,NA,NA
U1402RS1,RNA_pathogens,spleen,U1402,NA,NA
U1403RS1,RNA_pathogens,spleen,U1403,NA,NA
U1404RS1,RNA_pathogens,spleen,U1404,NA,NA
U1405RS1,RNA_pathogens,spleen,U1405,NA,NA
U1406RS1,RNA_pathogens,spleen,U1406,NA,NA
U1407RS1,RNA_pathogens,spleen,U1407,NA,NA
U1408RS1,RNA_pathogens,spleen,U1408,NA,NA
U1411RS1,RNA_pathogens,spleen,U1411,NA,NA
U1412RS1,RNA_pathogens,spleen,U1412,NA,NA
U1421RS1,RNA_pathogens,spleen,U1421,NA,NA
U1422RS1,RNA_pathogens,spleen,U1422,NA,NA
U1423RS1,RNA_pathogens,spleen,U1423,NA,NA
U1424RS1,RNA_pathogens,spleen,U1424,NA,NA
U1425RS1,RNA_pathogens,spleen,U1425,NA,NA
U1426RS1,RNA_pathogens,spleen,U1426,NA,NA
U1427RS1,RNA_pathogens,spleen,U1427,Outside scalpel touched heart & spleen,NA
U1428RS1,RNA_pathogens,spleen,U1428,NA,NA
U1429RS1,RNA_pathogens,spleen,U1429,NA,NA
U1430RS1,RNA_pathogens,spleen,U1430,NA,NA
U1431RS1,RNA_pathogens,spleen,U1431,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1432RS1,RNA_pathogens,spleen,U1432,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1433RS1,RNA_pathogens,spleen,U1433,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1434RS1,RNA_pathogens,spleen,U1434,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1435RS1,RNA_pathogens,spleen,U1435,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1436RS1,RNA_pathogens,spleen,U1436,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1437RS1,RNA_pathogens,spleen,U1437,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1438RS1,RNA_pathogens,spleen,U1438,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1439RS1,RNA_pathogens,spleen,U1439,NA,NA
U1440RS1,RNA_pathogens,spleen,U1440,NA,NA
U1441RS1,RNA_pathogens,spleen,U1441,NA,NA
U1442RS1,RNA_pathogens,spleen,U1442,NA,NA
U1443RS1,RNA_pathogens,spleen,U1443,NA,NA
U1444RS1,RNA_pathogens,spleen,U1444,NA,NA
U1445RS1,RNA_pathogens,spleen,U1445,NA,NA
U1446RS1,RNA_pathogens,spleen,U1446,NA,NA
U1447RS1,RNA_pathogens,spleen,U1447,NA,NA
U1448RS1,RNA_pathogens,spleen,U1448,NA,NA
U1449RS1,RNA_pathogens,spleen,U1449,NA,NA
U1450RS1,RNA_pathogens,spleen,U1450,NA,NA
U1451RS1,RNA_pathogens,spleen,U1451,NA,NA
U1452RS1,RNA_pathogens,spleen,U1452,NA,NA
U1453RS1,RNA_pathogens,spleen,U1453,NA,NA
U1454RS1,RNA_pathogens,spleen,U1454,NA,NA
U1455RS1,RNA_pathogens,spleen,U1455,NA,NA
U1461RS1,RNA_pathogens,spleen,U1461,NA,NA
U1462RS1,RNA_pathogens,spleen,U1462,NA,NA
U1463RS1,RNA_pathogens,spleen,U1463,NA,NA
U1464RS1,RNA_pathogens,spleen,U1464,NA,NA
U1465RS1,RNA_pathogens,spleen,U1465,NA,NA
U1466RS1,RNA_pathogens,spleen,U1466,NA,NA
U1467RS1,RNA_pathogens,spleen,U1467,NA,NA
U1468RS1,RNA_pathogens,spleen,U1468,NA,NA
U1469RS1,RNA_pathogens,spleen,U1469,NA,NA
U1470RS1,RNA_pathogens,spleen,U1470,NA,NA
U1471RS1,RNA_pathogens,spleen,U1471,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1472RS1,RNA_pathogens,spleen,U1472,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1473RS1,RNA_pathogens,spleen,U1473,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1474RS1,RNA_pathogens,spleen,U1474,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1475RS1,RNA_pathogens,spleen,U1475,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1476RS1,RNA_pathogens,spleen,U1476,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1477RS1,RNA_pathogens,spleen,U1477,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1478RS1,RNA_pathogens,spleen,U1478,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1479RS1,RNA_pathogens,spleen,U1479,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1480RS1,RNA_pathogens,spleen,U1480,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1481RS1,RNA_pathogens,spleen,U1481,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1482RS1,RNA_pathogens,spleen,U1482,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1483RS1,RNA_pathogens,spleen,U1483,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1484RS1,RNA_pathogens,spleen,U1484,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1485RS1,RNA_pathogens,spleen,U1485,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1486RS1,RNA_pathogens,spleen,U1486,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1487RS1,RNA_pathogens,spleen,U1487,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1488RS1,RNA_pathogens,spleen,U1488,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1489RS1,RNA_pathogens,spleen,U1489,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1490RS1,RNA_pathogens,spleen,U1490,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1491RS1,RNA_pathogens,spleen,U1491,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1492RS1,RNA_pathogens,spleen,U1492,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1493RS1,RNA_pathogens,spleen,U1493,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1494RS1,RNA_pathogens,spleen,U1494,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1495RS1,RNA_pathogens,spleen,U1495,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1496RS1,RNA_pathogens,spleen,U1496,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1497RS1,RNA_pathogens,spleen,U1497,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1498RS1,RNA_pathogens,spleen,U1498,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1499RS1,RNA_pathogens,spleen,U1499,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1500RS1,RNA_pathogens,spleen,U1500,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1501RS1,RNA_pathogens,spleen,U1501,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1502RS1,RNA_pathogens,spleen,U1502,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1503RS1,RNA_pathogens,spleen,U1503,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1504RS1,RNA_pathogens,spleen,U1504,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1505RS1,RNA_pathogens,spleen,U1505,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1506RS1,RNA_pathogens,spleen,U1506,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1507RS1,RNA_pathogens,spleen,U1507,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1508RS1,RNA_pathogens,spleen,U1508,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1509RS1,RNA_pathogens,spleen,U1509,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1511RS1,RNA_pathogens,spleen,U1511,NA,NA
U1512RS1,RNA_pathogens,spleen,U1512,NA,NA
U1513RS1,RNA_pathogens,spleen,U1513,NA,NA
U1514RS1,RNA_pathogens,spleen,U1514,NA,NA
U1515RS1,RNA_pathogens,spleen,U1515,NA,NA
U1516RS1,RNA_pathogens,spleen,U1516,NA,NA
U1517RS1,RNA_pathogens,spleen,U1517,NA,NA
U1518RS1,RNA_pathogens,spleen,U1518,NA,NA
U1519RS1,RNA_pathogens,spleen,U1519,NA,NA
U1520RS1,RNA_pathogens,spleen,U1520,NA,NA
U1528RS1,RNA_pathogens,spleen,U1528,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1529RS1,RNA_pathogens,spleen,U1529,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1530RS1,RNA_pathogens,spleen,U1530,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1532RS1,RNA_pathogens,spleen,U1532,NA,NA
U1533RS1,RNA_pathogens,spleen,U1533,NA,NA
U1534RS1,RNA_pathogens,spleen,U1534,NA,NA
U1535RS1,RNA_pathogens,spleen,U1535,NA,NA
U1536RS1,RNA_pathogens,spleen,U1536,NA,NA
U1537RS1,RNA_pathogens,spleen,U1537,NA,NA
U1538RS1,RNA_pathogens,spleen,U1538,NA,NA
U1539RS1,RNA_pathogens,spleen,U1539,NA,NA
U1540RS1,RNA_pathogens,spleen,U1540,NA,NA
U1541RS1,RNA_pathogens,spleen,U1541,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1542RS1,RNA_pathogens,spleen,U1542,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1543RS1,RNA_pathogens,spleen,U1543,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1544RS1,RNA_pathogens,spleen,U1544,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1545RS1,RNA_pathogens,spleen,U1545,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1546RS1,RNA_pathogens,spleen,U1546,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1547RS1,RNA_pathogens,spleen,U1547,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1548RS1,RNA_pathogens,spleen,U1548,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1549RS1,RNA_pathogens,spleen,U1549,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1550RS1,RNA_pathogens,spleen,U1550,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1551RS1,RNA_pathogens,spleen,U1551,NA,NA
U1552RS1,RNA_pathogens,spleen,U1552,NA,NA
U1553RS1,RNA_pathogens,spleen,U1553,NA,NA
U1554RS1,RNA_pathogens,spleen,U1554,NA,NA
U1555RS1,RNA_pathogens,spleen,U1555,NA,NA
U1557RS1,RNA_pathogens,spleen,U1557,NA,NA
U1558RS1,RNA_pathogens,spleen,U1558,NA,NA
U1559RS1,RNA_pathogens,spleen,U1559,NA,NA
U1560RS1,RNA_pathogens,spleen,U1560,NA,NA
U1561RS1,RNA_pathogens,spleen,U1561,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1562RS1,RNA_pathogens,spleen,U1562,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
U1563RS1,RNA_pathogens,spleen,U1563,Improper handling of RNA microtube caps may have cross contaminated tissue samples,NA
