sample_id,sieve,fraction_proc,size_class,phylum,class,subclass,order,infraorder,family,genus,species,life_stage,sex,length,count,tot_count,abundance,lab_processor
JSPK1135,2000,1,5 to 10,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,larvae,,6,1,1,0.07,Andrea Le
JSPK1135,2000,1,5 to 10,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,larvae,,6,1,1,0.07,Andrea Le
JSPK1135,250,0.03,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,1,33,2.22,Andrea Le
JSPK1135,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Clausocalanidae,Pseudocalanus,,,,<2,85,2833,188.4,Andrea Le
JSPK1135,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Corynidae,Sarsia,,,,7.75,3,3,0.2,Andrea Le
JSPK1135,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Corynidae,Sarsia,,,,7.75,3,3,0.2,Andrea Le
JSPK1135,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,F,2.3,1,1,0.07,Andrea Le
JSPK1135,250,0.03,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Tortanidae,Tortanus,,,M,<2,1,33,2.22,Andrea Le
QPK1019,250,0.02,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,5,250,22.22,Andrea Le
QPK1019,1000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Annatiara,affinis,,,6.8,1,1,0.09,Andrea Le
QPK1019,250,0.02,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,179,8950,795.42,Andrea Le
QPK1019,250,0.02,<1,Mollusca,Bivalvia,,,,,,,veliger,,<2,8,400,35.55,Andrea Le
QPK1019,1000,1,2 to 5,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,3.5,1,1,0.09,Andrea Le
QPK1019,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,3,150,13.33,Andrea Le
QPK1019,250,0.02,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,11,550,48.88,Andrea Le
QPK1019,250,0.02,<1,Echinodermata,,,,,,,,larvae,,<2,39,1950,173.3,Andrea Le
QPK1019,1000,1,1 to 2,Chordata,Actinopterygii,,,,,,,egg,,<2,2,2,0.18,Andrea Le
QPK1019,250,0.02,<1,,,,,,,Unknown,,egg,,<2,20,1000,88.87,Andrea Le
QPK1019,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,207,10350,919.84,Andrea Le
QPK1019,250,0.02,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,13,650,57.77,Andrea Le
QPK1019,250,0.02,<1,Mollusca,Gastropoda,,,,,,,veliger,,<2,1,50,4.44,Andrea Le
QPK1019,250,0.02,2 to 5,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,50,2500,222.18,Andrea Le
QPK1019,1000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,,,larvae,,5.25,2,2,0.18,Andrea Le
QPK1019,250,0.02,<1,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,,,larvae,,<2,1,50,4.44,Andrea Le
QPK1019,250,0.02,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,7,350,31.11,Andrea Le
QPK1019,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,4,200,17.77,Andrea Le
QPK1019,250,0.02,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,45,2250,199.96,Andrea Le
QPK1019,250,0.02,<1,Annelida,Polychaeta,,,,,,,trochophore,,<2,1,50,4.44,Andrea Le
QPK1041,250,0.0106,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,M,<2,1,94,6.26,Sam James
QPK1041,250,0.0106,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,F,<2,1,94,6.26,Sam James
QPK1041,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Leptothecata,,Aequoreidae,Aequorea,victoria,,,49,1,1,0.07,Sam James
QPK1041,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Anomura,,,,larvae,,2.9,1,1,0.07,Sam James
QPK1041,250,0.0106,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,120,11321,751.67,Sam James
QPK1041,250,0.0106,<1,Mollusca,Bivalvia,,,,,,,veliger,,<2,11,1038,68.9,Sam James
QPK1041,250,0.0106,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,M,<2,1,94,6.26,Sam James
QPK1041,250,0.0106,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C1,,<2,4,377,25.06,Sam James
QPK1041,250,0.0106,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,8,755,50.11,Sam James
QPK1041,2000,1,1 to 2,Ctenophora,,,,,,,,,,15,6,6,0.4,Sam James
QPK1041,250,0.0106,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,35,3302,219.24,Sam James
QPK1041,1000,1,<1,,,,,,,Unknown,,egg,,1.5,2,2,0.13,Sam James
QPK1041,250,0.0106,<1,,,,,,,Unknown,,egg,,<2,3,283,18.79,Sam James
QPK1041,250,0.0106,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,270,25472,1691.25,Sam James
QPK1041,250,0.0106,<1,Platyhelminthes,,,,,,,,,,<2,1,94,6.26,Sam James
QPK1041,250,0.0106,<1,Mollusca,Gastropoda,,,,,,,,,<2,1,94,6.26,Sam James
QPK1041,250,0.0106,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Grapsidae,,,larvae,,<2,1,94,6.26,Sam James
QPK1041,250,0.0106,<1,Cnidaria,Hydrozoa,,,,,,,,,<2,8,755,50.11,Sam James
QPK1041,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Amphipoda,,Hyperiidae,,,,,4.35,2,2,0.13,Sam James
QPK1041,250,0.0106,1 to 2,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,11,1038,68.9,Sam James
QPK1041,250,0.0106,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,parvus,,,<2,76,7170,476.06,Sam James
QPK1041,250,0.0106,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,62,5849,388.36,Sam James
QPK1043,2000,1,>10,Cnidaria,Hydrozoa,,Leptothecata,,Aequoreidae,Aequorea,victoria,,,12,1,1,0.069656653,Andrea Le
QPK1043,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Amphinema,platyhedos,,,6.9,1,1,0.069656653,Andrea Le
QPK1043,2000,1,5 to 10,Ochrophyta,Bacillariophyceae,,Fragilariales,,Fragilariaceae,Ctenophora,,,,9.7,1,1,0.069656653,Andrea Le
QPK1043,1000,1,2 to 5,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,4.5,3,3,0.208969959,Andrea Le
QPK1043,1000,1,1 to 2,Chordata,Actinopterygii,,,,,,,egg,,<2,2,2,0.139313306,Andrea Le
QPK1043,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,M,3.1,1,1,0.069656653,Andrea Le
QPK1043,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,C5,,2.8,1,1,0.069656653,Andrea Le
QPK1043,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Pandalidae,,,larvae,,3.5,2,2,0.139313306,Andrea Le
QPK1043,250,0.01,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,2,200,13.93133059,Andrea Le
QPK1043,250,0.01,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,23,2300,160.2103018,Andrea Le
QPK1043,250,0.01,<1,Mollusca,Bivalvia,,,,,,,veliger,,<2,6,600,41.79399177,Andrea Le
QPK1043,250,0.01,<1,Bryozoa,,,,,,,,cyphonaut,,<2,4,400,27.86266118,Andrea Le
QPK1043,250,0.01,2 to 5,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,2,1,100,6.965665295,Andrea Le
QPK1043,250,0.01,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,1,100,6.965665295,Andrea Le
QPK1043,250,0.01,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,2,200,13.93133059,Andrea Le
QPK1043,250,0.01,<1,Echinodermata,,,,,,,,larvae,,<2,9,900,62.69098766,Andrea Le
QPK1043,250,0.01,<1,,,,,,,Unknown,,egg,,<2,1,100,6.965665295,Andrea Le
QPK1043,250,0.01,<1,Arthropoda,Malacostraca,Eumalacostraca,Euphausiacea,,Euphausiidae,,,calyptopis,,<2,1,100,6.965665295,Andrea Le
QPK1043,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,215,21500,1497.618039,Andrea Le
QPK1043,250,0.01,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,1,100,6.965665295,Andrea Le
QPK1043,250,0.01,1 to 2,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,11,1100,76.62231825,Andrea Le
QPK1043,250,0.01,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,24,2400,167.1759671,Andrea Le
QPK1043,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,44,4400,306.489273,Andrea Le
QPK1049,250,0.18,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,25,139,8.23,Andrea Le
QPK1049,2000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Annatiara,affinis,,,3.5,1,1,0.06,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,2,11,0.66,Andrea Le
QPK1049,250,0.18,<1,Mollusca,Bivalvia,,,,,,,veliger,,<2,2,11,0.66,Andrea Le
QPK1049,250,0.18,<1,Bryozoa,,,,,,,,cyphonaut,,<2,1,6,0.33,Andrea Le
QPK1049,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.7,2,2,0.12,Andrea Le
QPK1049,250,0.18,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.3,3,17,0.99,Andrea Le
QPK1049,250,0.18,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,C5,,<2,3,17,0.99,Andrea Le
QPK1049,250,0.18,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,M,<2,12,67,3.95,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Hexanauplia,Copepoda,,,,,,nauplius,,<2,1,6,0.33,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C2,,<2,5,28,1.65,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C1,,<2,1,6,0.33,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C3,,<2,3,17,0.99,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,39,217,12.84,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,5,28,1.65,Andrea Le
QPK1049,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,F,3.7,3,3,0.18,Andrea Le
QPK1049,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,C5,,2.8,2,2,0.12,Andrea Le
QPK1049,250,0.18,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,<C5,,<2,1,6,0.33,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,22,122,7.24,Andrea Le
QPK1049,250,0.18,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,128,711,42.13,Andrea Le
QPK1049,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Majidae,,,larvae,,2.9,2,2,0.12,Andrea Le
QPK1049,250,0.18,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Majidae,,,larvae,,<2,4,22,1.32,Andrea Le
QPK1049,250,0.18,2 to 5,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,4,22,1.32,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Oithonidae,Oithona,,,,<2,1,6,0.33,Andrea Le
QPK1049,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Caridea,Pandalidae,,,larvae,,3.9,1,1,0.06,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,74,411,24.35,Andrea Le
QPK1049,250,0.18,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,1,6,0.33,Andrea Le
QPK1049,250,0.18,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Clausocalanidae,Pseudocalanus,,,,<2,11,61,3.62,Andrea Le
QPK711,2000,1,>10,Cnidaria,Hydrozoa,,Leptothecata,,Aequoreidae,Aequorea,victoria,,,14,1,1,0.40667017,Andrea Le
QPK711,2000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Halimedusidae,Halimedusa,typus,,,3.9,1,1,0.40667017,Andrea Le
QPK711,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Corynidae,Sarsia,,,,5,1,1,0.40667017,Andrea Le
QPK711,1000,1,1 to 2,Chordata,Actinopterygii,,,,,,,egg,,<2,1,1,0.40667017,Andrea Le
QPK711,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,F,4,1,1,0.40667017,Andrea Le
QPK711,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,C5,,2.2,1,1,0.40667017,Andrea Le
QPK711,1000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Halimedusidae,Halimedusa,typus,,,3.5,1,1,0.40667017,Andrea Le
QPK711,250,0.01,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Acartiidae,Acartia,,,,<2,17,1700,691.3392889,Andrea Le
QPK711,250,0.01,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,127,12700,5164.711159,Andrea Le
QPK711,250,0.01,<1,Mollusca,Bivalvia,,,,,,,veliger,,<2,8,800,325.336136,Andrea Le
QPK711,250,0.01,<1,Bryozoa,,,,,,,,cyphonaut,,<2,1,100,40.667017,Andrea Le
QPK711,250,0.01,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,larvae,,<2,1,100,40.667017,Andrea Le
QPK711,250,0.01,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,,<2,1,100,40.667017,Andrea Le
QPK711,250,0.01,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,M,<2,1,100,40.667017,Andrea Le
QPK711,250,0.01,<1,Arthropoda,Hexanauplia,Copepoda,,,,,,nauplius,,<2,11,1100,447.337187,Andrea Le
QPK711,250,0.01,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,,,,C1,,<2,1,100,40.667017,Andrea Le
QPK711,250,0.01,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,11,1100,447.337187,Andrea Le
QPK711,250,0.01,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,21,2100,854.0073569,Andrea Le
QPK711,250,0.01,<1,,,,,,,Unknown,,egg,,<2,76,7600,3090.693292,Andrea Le
QPK711,250,0.01,<1,Arthropoda,Malacostraca,Eumalacostraca,Euphausiacea,,Euphausiidae,,,calyptopis,,<2,1,100,40.667017,Andrea Le
QPK711,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,356,35600,14477.45805,Andrea Le
QPK711,250,0.01,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,3,300,122.001051,Andrea Le
QPK711,250,0.01,1 to 2,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,81,8100,3294.028377,Andrea Le
QPK711,250,0.01,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,7,700,284.669119,Andrea Le
QPK711,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,56,5600,2277.352952,Andrea Le
QPK711,250,0.01,1 to 2,Annelida,Polychaeta,Sedentaria,Spionida,,Spionidae,,,nectochaete,,<2,1,100,40.667017,Andrea Le
QPK731,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Amphinema,platyhedos,,,8.75,2,2,0.38,Andrea Le
QPK731,1000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Amphinema,platyhedos,,,5.4,3,3,0.57,Andrea Le
QPK731,250,0.01,1 to 2,Arthropoda,Malacostraca,Eumalacostraca,Amphipoda,,Gammaridae,,,juvenile,,<2,1,100,18.92,Andrea Le
QPK731,250,0.01,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,nauplius,,<2,44,4400,832.49,Andrea Le
QPK731,250,0.01,<1,Mollusca,Bivalvia,,,,,,,veliger,,<2,3,300,56.76,Andrea Le
QPK731,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,marshallae,,,3.3,1,1,0.19,Andrea Le
QPK731,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.5,2,2,0.38,Andrea Le
QPK731,250,0.01,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,F,<2,3,300,56.76,Andrea Le
QPK731,1000,1,5 to 10,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,8,1,1,0.19,Andrea Le
QPK731,250,0.01,<1,Arthropoda,Hexanauplia,Copepoda,,,,,,nauplius,,<2,8,800,151.36,Andrea Le
QPK731,250,0.01,<1,Arthropoda,Hexanauplia,Copepoda,Cyclopoida,,Corycaeidae,Corycaeus,,,,<2,15,1500,283.8,Andrea Le
QPK731,250,0.01,<1,Arthropoda,Hexanauplia,Thecostraca,Sessilia,Balanomorpha,,,,cyprid,,<2,6,600,113.52,Andrea Le
QPK731,250,0.01,<1,Echinodermata,,,,,,,,larvae,,<2,84,8400,1589.3,Andrea Le
QPK731,250,0.01,<1,,,,,,,Unknown,,egg,,<2,1,100,18.92,Andrea Le
QPK731,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Evadne,,,,<2,135,13500,2554.23,Andrea Le
QPK731,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Amphipoda,,Gammaridae,,,,,2.8,2,2,0.38,Andrea Le
QPK731,250,0.01,<1,Mollusca,Gastropoda,,,,,,,egg,,<2,2,200,37.84,Andrea Le
QPK731,250,0.01,<1,Cnidaria,Hydrozoa,,,,,,,,,<2,4,400,75.68,Andrea Le
QPK731,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Metridinidae,Metridia,,,,2.9,1,1,0.19,Andrea Le
QPK731,250,0.01,2 to 5,Chordata,Appendicularia,,Copelata,,Oikopleuridae,Oikopleura,,,,<2,62,6200,1173.05,Andrea Le
QPK731,250,0.01,<1,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Paracalanidae,Paracalanus,,,,<2,109,10900,2062.3,Andrea Le
QPK731,2000,1,>10,Ctenophora,Tentaculata,,Cydippida,,Pleurobrachiidae,,,,,13,1,1,0.19,Andrea Le
QPK731,1000,1,5 to 10,Ctenophora,Tentaculata,,Cydippida,,Pleurobrachiidae,,,,,8.5,8,8,1.51,Andrea Le
QPK731,250,0.01,<1,Arthropoda,Branchiopoda,Diplostraca,Onychopoda,,Podonidae,Podon,,,,<2,29,2900,548.69,Andrea Le
QPK731,250,0.01,1 to 2,Annelida,Polychaeta,,,,,,,trochophore,,<2,1,100,18.92,Andrea Le
QPK731,1000,1,2 to 5,Cnidaria,Hydrozoa,,Siphonophorae,,,,,,,2.8,1,1,0.19,Andrea Le
QPK731,250,0.01,1 to 2,Annelida,Polychaeta,Sedentaria,Spionida,,Spionidae,,,nectochaete,,<2,1,100,18.92,Andrea Le
QPK734,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Amphinema,platyhedos,,,7.5,1,1,0.040301304,Andrea Le
QPK734,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Amphinema,platyhedos,,,7.5,1,1,0.040301304,Andrea Le
QPK734,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,larvae,,4.5,1,1,0.040301304,Andrea Le
QPK734,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,larvae,,4.5,1,1,0.040301304,Andrea Le
QPK734,2000,1,5 to 10,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,9.85,3,3,0.120903911,Andrea Le
QPK734,2000,1,5 to 10,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,9.85,3,3,0.120903911,Andrea Le
QPK734,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Corymorphidae,Euphysa,,,,6.5,2,2,0.080602607,Andrea Le
QPK734,2000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Corymorphidae,Euphysa,,,,6.5,2,2,0.080602607,Andrea Le
QPK734,2000,1,>10,Cnidaria,Hydrozoa,Hydroidolina,Leptothecata,,,,,,,24,1,1,0.040301304,Andrea Le
QPK734,2000,1,>10,Cnidaria,Hydrozoa,Hydroidolina,Leptothecata,,,,,,,24,1,1,0.040301304,Andrea Le
QPK734,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,larvae,,4,1,1,0.040301304,Andrea Le
QPK734,2000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Pinnotheridae,,,larvae,,4,1,1,0.040301304,Andrea Le
QPK734,2000,1,>10,Chordata,Actinopterygii,,Pleuronectiformes,,Pleuronectidae,,,,,28,1,1,0.040301304,Andrea Le
QPK734,2000,1,>10,Chordata,Actinopterygii,,Pleuronectiformes,,Pleuronectidae,,,,,28,1,1,0.040301304,Andrea Le
QPK734,1000,1,2 to 5,Cnidaria,Hydrozoa,Trachylinae,Trachymedusae,,Rhopalonematidae,Aglantha,digitale,,,2.9,11,11,0.44331434,Andrea Le
QPK734,1000,1,5 to 10,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Pandeidae,Amphinema,platyhedos,,,5.5,1,1,0.040301304,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,marshallae,,,3.7,8,8,0.322410429,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Calanidae,Calanus,pacificus,,,2.7,44,44,1.773257359,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Malacostraca,Eumalacostraca,Decapoda,Brachyura,Cancridae,,,larvae,,3.15,13,13,0.523916947,Andrea Le
QPK734,1000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,F,2,24,24,0.967231287,Andrea Le
QPK734,1000,1,1 to 2,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Centropagidae,Centropages,abdominalis,,M,<2,3,3,0.120903911,Andrea Le
QPK734,1000,1,5 to 10,Chaetognatha,Sagittoidea,,,,,,,,,6.5,5,5,0.201506518,Andrea Le
QPK734,1000,1,5 to 10,Cnidaria,Hydrozoa,,Leptothecata,,Campanulariidae,Clytia,,,,8,1,1,0.040301304,Andrea Le
QPK734,1000,1,5 to 10,Ochrophyta,Bacillariophyceae,,Fragilariales,,Fragilariaceae,Ctenophora,,,,7,1,1,0.040301304,Andrea Le
QPK734,1000,1,1 to 2,Chordata,Actinopterygii,,,,,,,egg,,<2,1,1,0.040301304,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,F,3.75,5,5,0.201506518,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,,M,3.5,1,1,0.040301304,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Pontellidae,Epilabidocera,longipedata,C5,,2.5,4,4,0.161205214,Andrea Le
QPK734,1000,1,2 to 5,Arthropoda,Hexanauplia,Copepoda,Calanoida,,Eucalanidae,Eucalanus,,,,4.5,1,1,0.040301304,Andrea Le
QPK734,1000,1,2 to 5,Cnidaria,Hydrozoa,Hydroidolina,Anthoathecata,,Halimedusidae,Halimedusa,typus,,,3.45,2,2,0.080602607,Andrea Le
