ufn,sample_id,date_liced,lab_count_fine_no_id,lab_count_fine_total,lep_cop,lep_cunifer_cop,lep_chal_a,lep_chal_b,lep_pa_m_1,lep_pa_m_2,lep_pa_f_1,lep_pa_f_2,lep_pa_unid,lep_a_m,lep_a_f,lep_grav_f,cal_cop,cal_chal_a_1,cal_chal_a_2,cal_chal_b_3,cal_chal_b_4_f,cal_chal_b_4_m,cal_chal_4_unid,cal_chal_a_unid,cal_chal_b_unid,cal_pa_m,cal_pa_f,cal_a_m,cal_a_f,cal_grav_f,cal_mot_unid,unid_louse,lab_staff,comments,quality_level,quality_log
U1103,S1103SL1,2017-02-19,11,11,3,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,LP,Cal Mot UNID missing genital region,Raw,NA
U1128,S1128SL1,2017-02-19,18,17,3,0,1,0,0,0,0,0,0,0,0,0,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U994,S994SL1,2017-02-19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1279,S1279SL1,2017-02-19,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1278,S1278SL1,2017-02-19,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1205,S1205SL1,2017-02-19,12,9,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1248,S1248SL1,2017-02-19,8,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U272,S272SL1,2017-02-20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U347,S347SL1,2017-02-20,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U375,S375SL1,2017-02-20,7,7,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U379,S379SL1,2017-02-20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U494,S494SL1,2017-02-20,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,3,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U493,NA,2017-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U342,S342SL1,2017-02-20,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U343,S343SL1,2017-02-20,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U341,S341SL1,2017-02-20,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,1,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U479,S479SL1,2017-02-20,13,11,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U545,S545SL1,2017-02-20,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1326,S1326SL1,2017-02-20,9,10,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,LP,Cal Mot UNID missing genital region,Raw,NA
U1294,S1294SL1,2017-02-20,11,13,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,1,1,1,0,0,0,0,LP,NA,Raw,NA
U1313,S1313SL1,2017-02-20,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1316,S1316SL1,2017-02-20,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1310,S1310SL1,2017-02-20,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1280,S1280SL1,2017-02-20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U1268,S1268SL1,2017-02-20,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1265,S1265SL1,2017-02-20,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U1301,S1301SL1,2017-02-20,8,7,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1340,NA,2017-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U472,NA,2017-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U1365,S1365SL1,2017-02-20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1362,S1362SL1,2017-02-20,12,12,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U1363,S1363SL1,2017-02-20,8,10,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U1355,S1355SL1,2017-02-20,9,9,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U1341,S1341SL1,2017-02-20,8,10,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,LP,NA,Raw,NA
U1336,S1336SL1,2017-02-20,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U223,S223SL1,2017-02-20,15,14,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,3,0,2,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U252,S252SL1,2017-02-20,14,14,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U224,S224SL1,2017-02-20,9,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,LP,NA,Raw,NA
U225,S225SL1,2017-02-20,17,16,0,0,1,0,0,0,0,0,0,0,0,0,3,5,1,1,2,1,0,0,0,1,0,0,0,1,0,0,LP,NA,Raw,NA
U230,S230SL1,2017-02-27,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U356,S356SL1,2017-02-27,11,11,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U363,S363SL1,2017-02-27,11,14,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,2,0,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U361,S361SL1,2017-02-27,9,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U318,S318SL1,2017-02-27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U317,S317SL1,2017-02-27,12,13,0,0,1,0,0,0,0,0,0,0,0,0,2,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U300,S300SL1,2017-02-27,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U483,S483SL1,2017-02-27,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U336,S336SL1,2017-02-27,14,16,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,2,0,0,0,1,1,1,0,0,0,0,LP,NA,Raw,NA
U320,S320SL1,2017-02-27,12,12,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0,0,0,0,1,0,1,0,0,0,LP,NA,Raw,NA
U439,S439SL1,2017-02-27,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U327,S327SL1,2017-02-27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U436,S436SL1,2017-02-27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U532,S532SL1,2017-02-27,9,10,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U523,S523SL1,2017-02-27,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0,0,0,1,0,1,1,0,0,LP,NA,Raw,NA
U481,NA,2017-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U621,S621SL1,2017-02-27,6,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U330,S330SL1,2017-02-27,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U590,S590SL1,2017-02-27,6,8,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U591,S591SL1,2017-02-27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U329,S329SL1,2017-02-27,7,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U526,S526SL1,2017-03-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U524,S524SL1,2017-03-01,12,14,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,1,0,0,0,0,1,2,0,1,0,0,0,LP,NA,Raw,NA
U796,S796SL1,2017-03-01,11,11,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U834,S834SL1,2017-03-01,13,12,2,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U819,S819SL1,2017-03-01,9,9,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U771,S771SL1,2017-03-01,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U773,S773SL1,2017-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U772,S772SL1,2017-03-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U703,S703SL1,2017-03-01,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U701,S701SL1,2017-03-01,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U577,S577SL1,2017-03-01,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U568,S568SL1,2017-03-01,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U559,S559SL1,2017-03-01,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,3,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U730,S730SL1,2017-03-01,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U729,S729SL1,2017-03-01,7,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U635,S635SL1,2017-03-01,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U613,S613SL1,2017-03-01,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U637,S637SL1,2017-03-01,18,18,0,0,1,0,0,0,0,0,0,0,0,0,3,6,3,3,0,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U642,S642SL1,2017-03-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U640,S640SL1,2017-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U617,S617SL1,2017-03-01,11,15,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,3,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U614,S614SL1,2017-03-01,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U615,S615SL1,2017-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U641,S641SL1,2017-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U675,S675SL1,2017-03-01,8,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,LP,NA,Raw,NA
U671,S671SL1,2017-03-01,30,29,1,0,5,0,0,0,0,0,0,0,0,0,0,3,5,9,1,3,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U663,S663SL1,2017-03-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U527,S527SL1,2017-03-01,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,LP,NA,Raw,NA
U528,S528SL1,2017-03-01,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U530,S530SL1,2017-03-01,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,LP,NA,Raw,NA
U770,S770SL1,2017-03-02,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U824,S824SL1,2017-03-02,25,25,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,1,4,3,1,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U863,S863SL1,2017-03-02,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U825,S825SL1,2017-03-02,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U827,S827SL1,2017-03-02,27,27,1,0,1,0,0,0,0,0,0,0,0,0,2,11,5,5,0,1,0,1,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U768,S768SL1,2017-03-02,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U767,S767SL1,2017-03-02,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U901,S901SL1,2017-03-02,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,LP,Cal Mot UNID missing genital region,Raw,NA
U899,S899SL1,2017-03-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U902,S902SL1,2017-03-02,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U900,S900SL1,2017-03-02,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U713,S713SL1,2017-03-02,5,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,LP,NA,Raw,NA
U751,S751SL1,2017-03-02,11,11,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,1,2,0,0,0,0,0,LP,good Lep ChalA,Raw,NA
U625,S625SL1,2017-03-02,10,12,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,4,0,0,0,0,0,0,0,2,0,0,0,0,LP,NA,Raw,NA
U654,S654SL1,2017-03-02,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U913,S913SL1,2017-03-02,19,20,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,4,2,2,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U905,S905SL1,2017-03-02,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,LP,NA,Raw,NA
U906,S906SL1,2017-03-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U904,S904SL1,2017-03-02,11,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,2,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U688,S688SL1,2017-03-02,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U889,S889SL1,2017-03-02,25,26,4,0,0,0,0,0,0,0,0,1,0,0,3,9,6,0,0,1,0,1,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U892,S892SL1,2017-03-02,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U894,S894SL1,2017-03-02,10,11,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,LP,NA,Raw,NA
U887,S887SL1,2017-03-02,15,15,1,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,3,0,0,0,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U896,S896SL1,2017-03-02,13,13,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U885,S885SL1,2017-03-02,14,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U886,S886SL1,2017-03-02,22,21,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,LP,NA,Raw,NA
U716,S716SL1,2017-03-02,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U753,S753SL1,2017-03-02,11,12,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,2,0,0,1,0,0,0,LP,"good Lep ChalA, B",Raw,NA
U715,S715SL1,2017-03-02,4,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U752,S752SL1,2017-03-02,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,good Lep ChalB,Raw,NA
U718,S718SL1,2017-03-02,21,22,1,0,1,0,0,0,0,0,0,0,0,0,6,7,1,3,0,1,0,0,0,0,2,0,0,0,0,0,LP,NA,Raw,NA
U599,S599SL1,2017-03-02,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,LP,NA,Raw,NA
U684,S684SL1,2017-03-02,14,14,1,0,2,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,1,1,0,1,0,0,LP,NA,Raw,NA
U658,S658SL1,2017-03-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U42,S42SL1,2018-01-17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U43,S43SL1,2018-01-17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U17,S17SL1,2018-01-17,9,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U35,S35SL1,2018-01-17,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U07,S07SL1,2018-01-17,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U10,S10SL1,2018-01-17,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U25,S25SL1,2018-01-17,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U21,S21SL1,2018-01-17,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U16,S16SL1,2018-01-17,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U31,NA,2018-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,"Received enumeration & identification, but no physical sample taken (record added 2019-02-28 JG)"
U19,S19SL1,2018-01-17,9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U37,S37SL1,2018-01-17,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U45,S45SL1,2018-01-17,7,7,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U27,S27SL1,2018-01-17,11,10,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U26,S26SL1,2018-01-17,10,10,1,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U46,S46SL1,2018-01-17,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U38,S38SL1,2018-01-17,3,6,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,LP,NA,Raw,NA
U75,S75SL1,2018-01-18,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U66,S66SL1,2018-01-18,8,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U64,S64SL1,2018-01-18,20,20,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,3,2,0,1,0,0,2,0,0,1,0,0,0,LP,NA,Raw,NA
U65,S65SL1,2018-01-18,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,LP,NA,Raw,NA
U74,S74SL1,2018-01-18,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U55,S55SL1,2018-01-18,12,10,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U56,S56SL1,2018-01-18,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
U61,S61SL1,2018-01-18,23,23,1,0,0,0,0,0,0,0,0,0,0,1,3,10,3,1,1,0,1,0,0,2,0,0,0,0,0,0,LP,NA,Raw,NA
U52,S52SL1,2018-01-18,7,7,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,LP,NA,Raw,NA
